mrun;cod_nivel;es_mujer;prioritario;alto_rendimiento;lat_con_error;lon_con_error
251387;7;0;1;0;-35,9596064;-72,3207606
251666;6;0;1;0;-20,2988098;-70,1106855
251875;9;0;0;1;-33,4700142;-70,6472173
252179;4;0;1;1;-34,1155564;-71,7299471
252514;7;1;0;0;-33,3045926;-70,7404151
252910;9;0;0;0;-39,2876307;-72,2282083
253541;9;1;1;1;-23,6327235;-70,3851569
253878;6;1;1;0;-32,8412159;-70,9541295
254032;10;0;1;0;-39,281166;-71,9422792
255034;4;1;1;0;-33,0380697;-71,3988334
255213;11;0;1;1;-33,5016695;-70,7319572
255326;8;1;1;0;-33,0570003;-71,3915637
255708;11;0;1;0;-36,8015956;-73,0599451
255976;4;1;0;0;-31,9185104;-71,5130531
255999;11;0;1;0;-33,478652;-70,6938398
256305;5;0;0;0;-34,9622789;-71,204138
256359;12;1;1;0;-33,5696899;-70,6104653
256998;9;1;1;0;-33,5924216;-70,6953963
256999;9;0;1;0;-38,4349055;-71,9018088
257092;9;0;0;1;-28,588317;-70,7518445
257588;4;1;1;0;-37,2669886;-72,7051802
258145;6;0;1;0;-18,4889507;-70,2747521
259327;11;1;1;1;-33,4138669;-70,6346778
259372;11;0;0;0;-34,2218804;-70,9672893
260091;9;0;1;0;-34,8964469;-71,2835951
260546;9;1;1;1;-33,4883403;-70,6795195
260631;9;1;1;0;-23,6499948;-70,3943162
261218;9;1;1;0;-37,8178349;-72,6873788
261919;8;0;1;0;-18,472092;-70,2920807
261920;8;1;0;0;-38,5040362;-72,5842172
262184;12;1;1;0;-37,4865041;-72,3363153
262428;6;1;0;0;-33,5734083;-70,6715206
262513;8;0;0;0;-33,7456262;-70,9021274
262531;11;0;1;1;-41,4588239;-72,9387645
262640;6;1;1;0;-34,4103592;-70,9095144
262998;9;0;1;0;-33,6770032;-71,2061913
263421;10;1;0;0;-38,8687129;-72,613949
264449;4;0;0;0;-32,9994926;-71,2669107
264594;11;0;1;0;-33,5760843;-70,6708429
265706;5;0;1;0;-33,4419337;-70,707875
266309;9;1;1;0;-33,4397513;-70,6171995
267908;5;1;1;1;-27,1480118;-109,4285381
268385;4;0;1;0;-33,681489;-71,2305452
268888;9;1;0;1;-33,4979505;-70,6009666
269475;10;0;1;0;-33,0558797;-71,3926891
269753;4;1;1;0;-36,8150907;-73,0454878
271970;11;1;1;0;-18,4801809;-70,2845781
273161;9;0;1;0;-33,3665308;-70,732442
273597;6;0;1;0;-23,5944553;-70,381887
274723;9;0;1;0;-33,5724729;-70,659429
274724;9;1;0;0;-20,2408194;-70,1406131
275096;6;0;1;0;-36,5913253;-72,0865929
275130;9;1;1;0;-29,8887717;-71,2192292
275584;11;1;0;0;-33,4657642;-70,6760072
276331;7;1;1;0;-33,4480484;-70,7311633
277027;9;1;1;1;-41,485042;-72,8990436
277590;9;0;1;0;-33,0344051;-71,5741005
278056;6;1;1;0;-33,5529678;-70,6376968
278113;3;0;0;0;-32,8094229;-70,5786484
278799;9;1;0;0;-29,9602364;-71,3053884
280186;7;0;1;0;-36,9631136;-73,1475703
281259;7;0;1;0;-33,0508361;-71,6445432
281493;10;0;1;0;-34,1908242;-70,7415
282350;7;0;1;0;-41,4718697;-72,9762075
285784;10;0;1;0;-33,4964115;-70,5869358
286108;6;1;1;0;-33,0372061;-71,4026724
287512;9;1;1;1;-35,3405734;-72,4200977
288109;9;1;0;1;-41,3439737;-72,9597349
288400;4;1;0;0;-33,7410665;-70,7401218
288407;9;0;1;0;-40,5798177;-73,1604519
289118;9;1;1;0;-18,4349327;-70,2915101
289354;11;0;1;0;-33,4712322;-70,5284655
289672;7;1;0;1;-33,6117194;-70,9001658
290086;9;0;1;0;-33,5763211;-70,6363466
290294;4;0;1;0;-33,4917968;-70,7842372
290622;4;1;0;0;-33,5330403;-70,6513397
290702;11;1;1;0;-30,5931539;-71,2013518
290977;10;0;1;0;-29,9677109;-71,252014
291698;9;0;1;0;-33,6105502;-70,8731624
291860;10;1;0;1;-33,5431719;-70,7849735
291968;9;1;1;0;-33,5678575;-70,5929021
292125;9;1;1;0;-33,4607313;-70,757725
293369;9;1;0;0;-33,0188622;-71,5056283
293801;3;1;1;0;-33,0614282;-71,3869868
294167;10;0;1;0;-32,8635734;-70,6291814
294446;9;0;1;0;-39,8386192;-73,2272487
294661;7;0;0;0;-33,0205366;-71,267405
294773;10;1;0;0;-18,4740884;-70,3016543
296487;12;1;0;0;-39,2778765;-71,9722708
296852;9;1;0;0;-34,6384423;-71,3612811
297439;4;0;0;0;-38,742162;-72,5780784
297897;9;0;1;1;-36,2437756;-71,7941666
298224;11;1;1;0;-22,4519921;-68,9294069
299572;4;1;1;0;-33,4809842;-70,6436006
301474;9;1;1;0;-33,4829446;-70,5649841
301498;12;1;1;0;-33,2061685;-70,6850699
301541;5;0;0;0;-37,1724708;-73,1924836
301944;5;1;0;0;-33,5863609;-70,7076909
302209;7;0;0;1;-33,7418699;-70,7476624
302878;11;1;1;0;-33,4650217;-70,6892647
304186;9;0;1;0;-38,5294997;-72,4382973
304477;9;0;1;1;-32,8243378;-71,2281251
305058;8;0;1;0;-33,4008764;-70,746629
305580;5;0;1;0;-33,5563129;-70,601844
305922;9;0;0;0;-32,785813;-71,2097423
307326;10;1;0;0;-41,2320114;-72,5815701
307403;12;0;1;0;-33,6118695;-70,5219083
307608;6;0;1;0;-35,8664944;-71,5875719
308062;4;1;1;0;-23,5774315;-70,3827935
308168;11;1;1;1;-39,53032;-72,9789653
308379;5;0;0;0;-41,4577404;-72,9371411
308409;11;1;1;0;-33,5119952;-70,6264471
308972;9;1;1;0;-33,6067194;-70,8680059
309121;12;1;0;0;-33,7299043;-70,7424091
309152;8;0;1;0;-40,5517227;-73,1701073
309725;4;1;0;1;-33,0108112;-71,540007
309755;9;1;1;0;-32,9999097;-71,5141055
310144;3;0;1;1;-33,6550402;-71,2277929
310360;9;0;1;0;-33,3599456;-70,7214324
310888;5;1;1;1;-18,453485;-70,2991819
311474;7;0;1;0;-33,684168;-71,2165913
312321;8;1;1;0;-33,6752329;-70,940199
312364;8;1;1;0;-39,8458948;-73,2261745
312985;5;0;1;0;-33,1052884;-71,6668465
313111;7;1;0;1;-33,4803082;-70,5875138
313994;4;1;1;0;-32,9193519;-71,3395468
314308;4;0;0;0;-29,9178663;-71,2128293
314990;10;1;1;0;-33,5192634;-70,687412
315099;9;1;1;0;-29,8790891;-71,2401677
315894;8;1;1;1;-38,42553;-71,3973451
316626;7;1;1;1;-33,4111459;-70,6669298
316680;11;1;1;0;-39,3749711;-72,636153
319269;9;0;1;0;-30,6414128;-71,3537863
319439;9;1;1;0;-40,5625609;-73,171438
320058;9;1;1;1;-37,4986839;-72,6757068
320059;9;1;1;0;-38,7522824;-72,6301443
320345;9;0;1;0;-38,6012497;-72,8477114
320376;4;1;1;0;-33,0614692;-71,586597
320753;11;1;1;0;-36,8115168;-73,0293135
321447;11;1;1;1;-33,0430945;-71,5580684
322734;3;0;0;0;-33,4926969;-71,62503
323734;5;1;1;0;-34,297052;-71,3083828
323762;9;1;0;0;-29,9231075;-71,2548795
324132;8;1;1;0;-41,1158004;-73,051206
324587;12;1;1;0;-40,8011076;-73,2196561
324745;6;0;0;0;-33,2917799;-70,8909369
325622;7;0;1;0;-33,5382957;-70,6337111
326143;5;0;1;1;-26,3503114;-70,6168173
326443;9;1;1;0;-33,0333465;-71,3622865
327235;12;1;0;1;-33,4686524;-70,6990132
328491;4;0;1;0;-35,5440786;-71,4820897
330004;12;0;0;0;-33,5152047;-70,5958394
330076;7;0;0;1;-32,8535378;-70,5986948
330377;9;0;1;0;-38,7279122;-72,6160614
330378;9;1;0;1;-33,2309589;-70,8097637
330422;8;0;0;0;-33,61504;-70,9025633
331975;9;0;1;0;-36,8290349;-73,049992
332906;9;1;0;1;-34,5940187;-71,0047698
333079;7;1;1;0;-38,7219606;-72,5526922
333294;7;0;1;0;-29,928532;-71,2760677
335560;9;1;1;0;-33,3655215;-70,7587298
335651;9;1;0;1;-33,4750915;-70,5996113
336470;11;1;1;0;-34,1649032;-70,7006704
336806;6;1;0;0;-38,7373998;-72,5878973
337786;4;1;0;0;-33,4433571;-70,7422853
337838;9;1;1;0;-33,040253;-71,3991661
338688;5;1;0;0;-33,5906562;-70,5497892
339039;9;1;0;0;-33,4979762;-70,6581929
339369;9;0;1;1;-33,5318504;-70,6114719
339919;7;0;1;0;-33,1820476;-70,6595977
340286;9;0;0;0;-37,4680646;-72,3678805
340603;9;1;1;0;-34,6408859;-71,1133368
340734;8;0;0;0;-40,819718;-73,3366453
340818;11;1;1;0;-18,4807748;-70,3170736
341946;11;1;0;0;-42,4715946;-73,4946832
342337;6;1;1;0;-25,4076232;-70,47312
342500;9;1;0;0;-32,8225036;-70,7240375
342643;7;0;0;0;-35,4577927;-71,7068191
343211;11;1;1;0;-30,6036909;-71,2024456
343475;9;0;1;0;-34,939221;-71,2064403
343483;7;1;0;0;-33,5220436;-70,7757876
344200;9;1;1;0;-32,9190897;-71,5212323
344552;11;1;0;1;-33,3540626;-70,5091269
344854;7;1;1;0;-38,7441026;-72,9632916
345042;6;0;1;0;-33,8166642;-70,7346868
345501;10;0;1;0;-34,1800591;-70,8294723
345623;10;1;1;0;-33,4647104;-70,6890944
346519;10;0;1;0;-34,4059352;-70,8609769
347067;6;0;1;0;-37,7751477;-73,3757298
347256;9;0;1;0;-36,8393244;-73,1019072
348614;9;0;1;0;-40,2267805;-72,8484285
348619;8;1;1;0;-33,4819568;-70,564737
349189;4;0;1;0;-33,3661323;-70,6888664
349335;8;1;0;0;-33,502036;-70,5930699
349380;9;1;1;0;-32,8332845;-70,5730877
349513;8;0;0;0;-34,9746887;-71,2442322
350055;10;0;1;0;-36,8142804;-73,0631433
350056;10;1;0;0;-33,436214;-70,6409479
350615;9;0;0;1;-39,2919693;-72,2319638
350652;9;1;1;0;-33,5157593;-70,6193142
351362;9;0;1;0;-33,5384016;-70,6523802
352096;11;1;1;0;-22,4500482;-68,942811
352496;9;1;1;0;-33,4718923;-70,635752
352699;12;1;1;0;-33,3997527;-70,7388286
352816;8;1;0;1;-33,7314078;-70,7770719
352911;9;0;1;0;-38,5332168;-72,4342817
352996;4;0;1;0;-20,2413682;-70,1316729
353075;5;0;1;1;-33,5808603;-70,6488743
353908;9;0;1;0;-33,2086592;-70,7324374
353991;7;0;0;0;-33,4730449;-70,5590688
354198;10;0;1;0;-41,4719417;-72,98859
355252;8;1;1;0;-32,6154817;-70,7150548
355362;9;0;1;0;-36,4277433;-71,9702562
355709;6;0;1;1;-38,0384339;-71,2774047
356243;9;0;1;0;-38,7765744;-72,5881127
356657;7;1;0;0;-45,5750722;-72,0651239
356965;12;1;1;1;-33,3941143;-70,7493777
357489;7;0;1;0;-33,0596628;-71,5378593
357758;6;0;1;0;-33,5658334;-71,6034146
358389;6;1;1;0;-37,0026579;-73,1471901
358696;4;1;1;1;-33,4959252;-70,6817295
360404;9;1;1;0;-33,5439853;-70,6306893
361192;6;0;0;0;-18,4952;-70,3019303
361363;11;0;1;0;-33,6746139;-71,2346225
361593;9;1;1;0;-33,5696896;-71,6046885
361924;11;1;1;0;-23,6036607;-70,3925994
362004;9;0;1;1;-38,7475278;-72,6074722
362497;6;0;0;0;-33,474609;-70,6174707
364278;11;0;0;0;-35,6979313;-71,4153049
364879;9;1;1;1;-33,5034379;-70,6600933
364924;7;0;0;0;-37,4601727;-72,3400052
365034;9;1;1;0;-36,8510358;-73,1391088
365167;7;0;0;0;-33,6143119;-70,5551382
365277;9;0;0;0;-31,7812322;-70,9651808
365372;11;1;1;0;-38,4597004;-72,0359761
365600;10;0;1;0;-33,4761914;-70,5438837
366151;7;0;0;0;-33,3197404;-71,4111567
366667;11;1;1;0;-34,582762;-70,9911759
366777;4;0;0;0;-33,0461936;-71,6025209
367898;11;0;0;0;-26,3911741;-70,0477328
368322;9;1;1;0;-34,5819903;-70,9881723
368778;9;0;0;0;-39,2971923;-71,8872692
368949;12;1;1;0;-28,5755271;-70,7464941
369231;6;0;1;0;-39,8208139;-73,2097039
369296;4;1;1;0;-33,5959719;-70,6795229
370015;9;0;1;0;-34,5771323;-70,9978877
370410;8;1;0;0;-32,6947851;-70,7709121
370487;4;0;1;0;-34,3556187;-70,9661181
370592;5;0;1;0;-33,6707995;-70,9363318
370901;6;1;1;0;-37,0252974;-73,1439934
371259;7;1;1;0;-32,8545915;-70,5942353
371348;6;1;1;1;-33,5206195;-70,7837684
371590;9;0;1;0;-33,8071588;-70,7382293
371884;9;0;1;0;-33,4394687;-70,710343
372125;4;0;1;0;-33,3716983;-70,7231578
372167;5;0;1;0;-33,5953708;-70,5795224
374441;6;0;1;1;-33,5796641;-70,6652367
374627;5;0;0;0;-33,6183575;-70,5917572
374903;9;1;1;1;-34,6463702;-71,1918704
375140;9;1;1;0;-38,7633861;-72,9949252
375509;9;0;1;0;-36,6991799;-71,8935081
376979;8;0;1;0;-33,6772749;-70,9499108
377160;7;0;1;0;-39,2729253;-72,4282128
377393;9;0;0;1;-38,2301756;-72,3270455
378307;9;0;0;1;-36,8791483;-73,1284799
378500;10;1;1;0;-39,1779598;-73,1652637
378721;9;1;1;0;-37,7912204;-73,3893816
378740;9;0;0;1;-29,870972;-71,247721
379127;9;1;1;0;-20,2377462;-70,1310811
379286;9;0;1;0;-33,409439;-70,6972573
379342;7;0;0;0;-33,5582741;-70,5500501
379660;9;1;0;0;-23,5892341;-70,3901807
380313;9;1;0;0;-35,3298552;-72,4235354
380316;7;0;1;0;-23,6503204;-70,3876613
380779;9;0;1;0;-37,8060622;-73,4082875
381325;4;1;1;0;-20,2208675;-70,1486915
381613;10;1;1;0;-35,6215678;-71,4248164
381713;7;0;0;1;-34,6313875;-71,3582654
381740;4;1;1;0;-33,4371494;-70,6673491
381981;5;0;1;0;-33,6764511;-70,9438638
382480;4;0;1;0;-38,9613763;-72,6265174
383301;9;1;1;1;-32,7893537;-71,5352986
383350;5;1;1;0;-33,6299242;-70,5994408
383611;9;1;1;0;-33,5191301;-70,6960409
383733;4;1;1;0;-32,5070292;-71,4425574
384003;7;0;1;0;-41,1102867;-73,0523866
384079;8;0;1;0;-33,1860848;-70,6640999
384884;9;0;0;0;-36,7138142;-73,1123553
385373;4;0;1;0;-35,5969066;-71,7315489
385637;5;1;0;0;-22,4640736;-68,92363
385681;4;1;1;0;-33,4562823;-70,6731555
386812;6;1;0;0;-33,1291249;-71,571754
386844;10;1;0;0;-29,921875;-71,2582517
388359;11;0;1;0;-33,045938;-71,6449028
388647;9;0;1;0;-33,1848952;-70,6619161
389033;5;0;1;0;-33,0572379;-71,4013172
389079;2;1;1;0;-20,2416935;-70,1299003
389984;11;1;1;0;-33,5396923;-70,6711406
390618;9;1;1;0;-33,5741645;-70,6580631
391274;9;1;1;0;-40,5785785;-73,1163817
391759;5;0;1;1;-34,9704527;-71,0168822
392994;9;1;1;0;-18,4974009;-70,3081775
393033;6;0;1;0;-38,7223339;-72,6350085
394014;9;0;1;1;-32,7876307;-71,5284937
394231;7;1;0;0;-34,1779415;-70,7228066
395177;9;0;1;0;-36,6757902;-72,9641308
395503;9;1;1;0;-38,9416652;-72,0362498
395758;9;1;1;0;-33,578587;-70,675064
396275;4;1;1;0;-33,4037671;-70,5656695
396419;9;0;0;0;-33,0376123;-71,6325602
398375;11;1;1;0;-34,4103195;-70,8722332
399449;4;1;0;1;-36,8176546;-73,0414098
399536;9;1;1;0;-53,1328841;-70,9302184
399791;9;0;1;0;-33,0651554;-71,3910612
400109;9;1;1;0;-38,7536242;-72,6347018
403757;7;0;0;1;-33,0557888;-71,6391653
404167;9;0;1;0;-35,7511095;-71,5887234
404578;6;0;1;0;-33,5705615;-70,5590619
404615;6;1;1;0;-33,4348904;-70,6150633
406129;9;1;1;0;-40,6727817;-73,2261681
406478;8;1;1;1;-33,5746711;-70,8404537
406651;9;0;1;0;-39,285832;-72,2259871
406652;9;0;1;0;-27,3623893;-70,3376731
408419;12;1;1;0;-33,0604464;-71,3739488
408488;9;1;0;1;-32,898703;-70,8071197
408866;10;0;1;0;-33,5149341;-70,7875484
409236;7;1;1;0;-33,626942;-70,5956204
409890;5;1;1;0;-40,3088557;-73,09094
409910;6;0;1;0;-33,4786846;-70,5419405
410067;9;1;1;1;-36,7897085;-73,0890735
410562;7;1;1;0;-33,5966233;-71,6035651
411333;8;0;1;0;-33,6832214;-71,227674
412080;11;0;0;1;-38,7609775;-72,7729776
413667;12;0;0;0;-33,5867331;-71,6097104
414585;7;1;1;0;-33,5619106;-70,782581
414842;11;0;1;0;-20,228182;-70,1489047
415286;10;1;1;0;-33,5252628;-70,6789203
415374;9;0;1;1;-18,4516879;-70,2916338
415793;9;0;0;0;-20,2778646;-70,1085188
416179;10;0;0;0;-22,449051;-68,9414907
416277;5;0;1;0;-33,360933;-70,7339079
416980;8;1;1;0;-38,757619;-72,5860875
416982;7;1;1;1;-33,4220263;-70,7122154
417364;9;0;1;0;-41,5075562;-73,0177877
417365;9;1;1;1;-36,9953403;-73,1506756
417409;9;1;1;0;-33,3933944;-70,6422134
417444;5;0;1;0;-33,4266671;-70,7649147
417729;7;0;1;0;-39,3075275;-72,2240337
418156;9;0;1;1;-23,640848;-70,3963261
418471;10;0;1;0;-33,0469378;-71,3424593
419350;7;1;0;0;-33,4245954;-70,6930821
419405;6;0;1;0;-33,4944701;-70,7329851
419482;7;1;1;0;-28,5254387;-70,8677342
419805;10;0;1;0;-39,3676188;-72,632249
420127;7;1;0;1;-30,6031192;-71,2029052
420376;9;1;0;0;-29,9683289;-71,262758
420377;9;1;1;0;-33,6286135;-70,5399177
420718;4;0;1;0;-33,4710518;-70,7622192
420832;9;0;1;0;-31,1864461;-71,0035666
422137;12;1;1;1;-33,5157277;-70,5822081
422202;9;1;1;1;-23,615895;-70,3741678
422618;6;0;1;1;-35,1138978;-71,2791359
422637;5;1;0;1;-33,0385243;-71,3759314
422646;10;0;1;0;-29,8898739;-71,2168303
423813;12;0;0;1;-37,0983906;-72,5621283
424123;9;1;1;1;-33,558597;-70,6419461
424134;11;0;0;0;-34,5707319;-70,9957905
425002;9;0;1;0;-35,8383922;-71,607673
425510;5;0;1;0;-33,0004116;-71,267595
426341;5;1;1;0;-34,2130621;-71,0432649
426455;12;1;1;0;-36,8842753;-73,1461997
426532;12;1;1;0;-33,0618231;-71,569587
426601;10;1;1;0;-33,0025749;-71,510772
429766;7;0;1;0;-27,358258;-70,316851
431531;12;1;0;0;-33,4073611;-70,5662671
431723;11;1;0;1;-33,5502218;-70,7659335
431779;9;0;1;0;-35,6986223;-71,4141923
431780;9;1;1;0;-37,4624813;-72,3644353
431863;5;0;1;0;-32,8001297;-71,1439345
432017;10;1;1;0;-23,5771481;-70,3750132
432328;7;0;0;0;-27,3499494;-70,3451684
433495;6;0;0;0;-33,5740985;-70,8293969
433912;7;1;1;0;-33,7426891;-70,8680067
434446;4;0;1;0;-33,5216235;-70,6839059
434703;9;0;0;0;-35,4346452;-71,6242789
434736;4;0;1;0;-33,5941586;-70,6202507
435319;9;0;1;0;-34,4044745;-70,8545534
435613;4;0;0;0;-38,7562425;-72,6316713
437443;9;1;0;0;-33,0066737;-71,5133063
437461;9;0;1;0;-35,4088286;-71,6112634
437748;10;0;1;0;-33,5076252;-70,6911778
438350;9;1;1;0;-41,4608152;-72,9361948
438548;10;1;1;0;-33,4454275;-70,7662412
439197;5;0;1;0;-33,5022856;-70,5759813
439962;6;0;1;0;-34,6219696;-71,3532643
440133;11;0;1;0;-22,1104929;-70,2102381
440248;9;0;1;0;-33,4066423;-70,6707744
441024;9;1;1;0;-23,6061975;-70,3798539
441498;9;0;1;0;-41,4615409;-73,0094471
441635;9;0;1;1;-33,5817737;-70,6789824
442003;7;0;1;0;-33,4548495;-71,667079
442121;9;0;1;0;-33,4462897;-70,7289788
442338;4;1;0;0;-29,975035;-71,29915
442370;10;0;1;0;-32,9914967;-71,4908015
442874;3;0;1;1;-31,7855152;-70,9623678
443277;9;1;1;0;-33,5864555;-70,6866295
443504;8;1;0;1;-33,5729407;-70,5637061
444144;10;0;0;0;-33,5754157;-70,5684149
444633;11;0;1;0;-33,5675599;-70,6088878
444850;7;1;1;1;-33,4138103;-70,7081782
445495;5;1;1;0;-33,468648;-70,5304221
445844;9;1;1;0;-40,5792435;-73,1147843
445883;9;1;1;0;-33,5810694;-70,703851
446158;9;1;0;0;-33,563825;-70,6397377
446469;8;0;1;0;-33,8060339;-70,7334385
446646;9;0;0;0;-41,4605275;-72,896935
446682;4;1;1;0;-35,5208819;-71,6908772
446737;7;1;0;0;-33,4031227;-71,1362061
447496;8;0;1;0;-33,2847502;-70,7221608
447912;7;1;1;0;-33,6734529;-70,9451824
448144;11;1;1;1;-33,5919376;-70,560975
448760;11;1;1;0;-33,578287;-70,5999021
449464;5;0;0;1;-40,5814438;-73,1335413
451558;7;0;0;0;-18,4795347;-70,3197812
452157;5;1;0;0;-33,7366667;-70,748689
452695;9;0;1;0;-35,4462611;-71,634386
453235;9;0;1;0;-33,5122538;-70,6268105
453570;9;0;1;1;-36,8079426;-73,0570868
453648;6;0;0;0;-33,7538586;-71,3800436
453714;5;1;1;0;-36,9767234;-72,1025786
453980;7;1;1;0;-33,3934982;-70,6297513
453984;6;0;0;0;-36,7841507;-73,0476267
454737;6;1;1;0;-33,5599929;-70,6092102
455619;5;0;1;0;-33,4478064;-70,6320334
456478;10;0;1;0;-33,3652359;-70,7568049
457193;10;1;1;0;-41,7721035;-73,1269795
457331;7;1;1;1;-34,283389;-71,0915766
457689;9;1;1;0;-35,4046278;-71,6514684
457690;8;1;1;0;-33,0672543;-71,3729122
458377;11;1;0;0;-33,4749664;-70,5654087
459273;8;1;0;0;-23,6506045;-70,3933755
459691;7;1;1;0;-36,786097;-73,0336889
460098;9;1;1;0;-33,5615558;-70,6414505
461604;11;1;1;0;-36,9924404;-73,1491988
461658;8;1;0;1;-33,0455711;-71,598419
462017;7;0;1;0;-38,7615056;-72,6478283
462471;10;1;1;0;-33,0653052;-71,3985821
462550;11;1;1;0;-33,3898319;-70,6839011
463505;5;0;0;0;-33,5057883;-70,7062493
464292;9;1;1;1;-40,563935;-73,1609419
464718;11;0;0;0;-33,4713302;-70,5808507
465305;8;0;1;0;-33,5667491;-70,6745444
465378;9;0;1;0;-32,7362594;-70,7360823
466132;11;1;0;0;-33,4586194;-70,7535765
466600;9;0;1;0;-18,4463797;-70,2833731
466723;7;1;0;0;-33,4385843;-70,6567495
466759;8;1;1;0;-33,633867;-70,5969679
466863;9;0;1;0;-33,420725;-70,7029914
470035;9;1;1;0;-33,0246294;-71,4944882
470926;7;1;1;0;-34,169416;-70,7434742
471908;8;1;0;0;-32,9995716;-71,515024
472282;9;0;1;0;-23,571702;-70,3784109
475163;4;0;1;0;-32,7506912;-70,7261226
475709;9;0;0;0;-18,4809525;-70,2837696
475760;9;1;1;0;-34,1703338;-70,7422167
475784;10;1;1;0;-39,8665911;-72,8191007
478026;9;0;1;0;-39,0289154;-72,9207551
478137;9;0;1;0;-33,6833446;-70,9875623
479089;10;0;1;1;-29,8991854;-71,2423821
479115;9;0;0;1;-35,1208771;-71,2803523
479263;4;1;1;1;-33,4591501;-70,5901695
479467;9;0;0;0;-29,9786698;-71,254863
479951;5;0;1;0;-30,5922439;-71,2011655
480423;9;1;0;0;-38,731145;-72,5652106
481138;9;1;1;0;-33,6897503;-71,2175857
481354;12;0;0;0;-33,4003051;-70,7529161
481650;7;0;0;0;-33,5831319;-70,6591459
482570;4;0;0;0;-33,590704;-70,6991759
482597;10;0;1;0;-33,582581;-70,5755386
482623;10;1;0;0;-38,711372;-72,6529363
482641;11;1;1;1;-33,626466;-70,6258716
482740;11;0;0;0;-34,1766331;-70,7599158
483624;9;1;1;0;-33,6467057;-70,6618659
484102;6;0;0;0;-33,5132987;-70,7846737
484587;4;0;1;0;-35,695853;-71,4092386
485142;10;1;1;0;-35,4418933;-71,6798705
485222;8;0;0;0;-32,7742087;-71,1995326
485579;9;0;0;0;-36,8914312;-73,1323478
485582;7;0;0;0;-29,9803094;-71,3376539
485669;9;0;0;0;-33,6029246;-70,5410768
486048;4;1;1;0;-33,0326184;-71,5068328
486464;7;0;1;0;-53,097785;-70,8799484
486775;9;0;0;0;-33,3886756;-70,6623563
487281;12;1;1;0;-33,4089455;-70,6943979
488207;9;0;1;0;-38,7374275;-72,6000913
488390;9;1;1;0;-39,8506177;-73,2183386
489087;8;0;1;0;-18,4821264;-70,3170852
489088;8;0;0;1;-40,6938543;-72,6069818
489133;11;1;0;0;-33,4891217;-70,6626958
489387;9;0;1;0;-31,7815986;-70,9676241
489624;7;0;1;0;-37,8097138;-72,6923106
491251;5;0;0;0;-33,5985483;-70,5547339
492169;5;0;1;0;-38,6513007;-72,1858047
493861;11;0;0;1;-33,484265;-70,6794389
494654;8;1;0;0;-33,448511;-70,6175162
494838;10;1;1;1;-33,5666739;-70,6541174
494842;9;1;0;0;-20,2968292;-70,1023106
494884;10;1;1;0;-33,6757776;-70,9429019
494980;9;0;0;0;-33,400632;-70,5870831
495190;10;0;0;0;-33,4512269;-70,5927949
497247;4;0;0;0;-33,3636794;-70,7536428
497693;12;0;1;0;-23,5982906;-70,3859144
498048;9;0;0;0;-32,8323127;-70,6890153
498050;8;1;1;0;-27,356229;-70,3284182
498087;9;0;1;0;-33,4783629;-70,5686771
498140;11;1;1;0;-35,5491335;-71,6410918
498344;9;0;1;0;-33,507467;-70,6209227
499819;9;0;1;0;-33,4626922;-70,7570477
500110;9;0;0;1;-36,7959698;-73,0269888
500508;10;1;1;0;-26,3468533;-70,6164973
500633;11;0;1;0;-36,8968437;-73,1318359
501328;8;0;1;0;-37,2385854;-71,9403726
501374;8;1;1;1;-33,6841412;-71,2176521
501768;9;1;0;0;-29,8793667;-71,2436796
502412;12;1;1;0;-33,5604065;-71,604765
502641;8;1;0;0;-22,4663885;-68,9227668
503195;5;0;0;0;-36,9749435;-73,1357221
503401;9;1;0;0;-33,494544;-70,6376995
504301;5;0;0;0;-53,1438042;-70,9063413
505035;9;1;0;0;-33,5935675;-70,6058909
505516;4;0;1;0;-33,3947092;-70,864115
505900;6;1;1;0;-35,4883426;-71,5510536
508211;9;0;1;1;-35,5243481;-71,6891754
509335;4;0;0;0;-33,5953918;-70,6192334
509585;4;1;0;0;-33,5451619;-70,5545791
509730;11;1;1;0;-34,4766237;-71,4842718
509753;10;1;1;0;-33,6027372;-70,6713425
510385;7;1;1;0;-36,8854003;-73,1430685
510804;9;0;1;0;-33,4763447;-70,5269781
510837;5;0;0;0;-33,1922295;-70,677946
511152;11;1;1;0;-33,5195209;-70,553325
511507;4;1;1;1;-33,4216543;-70,68774
512183;9;0;1;0;-33,6637858;-70,9234872
513093;9;1;1;0;-33,4240784;-70,7637603
513889;11;1;1;0;-33,4680326;-70,5835569
514945;9;0;0;0;-45,5846377;-72,065474
515006;12;1;1;0;-33,4815546;-70,7492578
515663;10;1;0;0;-33,359478;-70,7393758
515905;9;1;1;0;-36,9934582;-73,1500034
515952;9;0;1;0;-33,566243;-70,6852255
516029;9;1;1;0;-53,1628242;-70,9066355
517148;7;1;0;1;-20,2186741;-70,1528645
518469;9;1;1;0;-33,5260976;-70,6589501
519174;9;1;1;0;-33,5040032;-70,6227355
519974;4;0;1;0;-18,4505323;-70,2866798
520405;7;1;1;0;-22,4388101;-68,9276438
522033;6;1;1;0;-38,7551594;-72,6265522
522185;4;0;1;0;-23,6361223;-70,3859815
522296;12;0;1;0;-27,3765305;-70,3168519
523628;10;1;1;1;-33,4161004;-70,7502493
524625;7;1;1;0;-34,24316;-71,5508676
524859;3;1;1;0;-33,4160498;-70,5598745
525381;11;1;1;1;-33,5787281;-71,6155004
