mrun;cod_nivel;es_mujer;prioritario;alto_rendimiento;lat_con_error;lon_con_error
2515171;9;0;1;0;-37,7241243;-72,2434079
2515782;5;0;1;0;-23,6262224;-70,3819423
2516251;9;1;1;0;-32,8014433;-70,5810678
2516336;8;0;1;0;-29,969486;-71,2578038
2517039;7;1;1;0;-40,7266923;-72,8271091
2517054;12;1;0;1;-33,5381202;-70,5776614
2517422;12;0;1;1;-33,0392063;-71,5607038
2517539;9;1;1;0;-41,4654752;-72,9467481
2517700;7;0;1;0;-40,2763553;-72,8848954
2519411;11;0;1;0;-33,4762242;-70,5292466
2519604;9;1;1;1;-36,8283888;-73,0502136
2519745;8;0;1;0;-33,6206563;-70,5973423
2520388;9;0;1;0;-38,7486389;-72,6076049
2520684;9;0;1;0;-33,3900791;-71,1270651
2521190;8;1;1;0;-37,1936777;-72,368007
2522336;11;0;1;0;-33,1825881;-70,6553909
2522340;9;0;1;0;-34,4079286;-70,8714376
2523012;11;1;0;0;-33,4805872;-70,5766472
2524311;8;0;0;1;-33,7318522;-70,7206332
2524993;9;1;1;0;-30,7148685;-70,8766914
2525206;3;1;1;0;-33,2078652;-70,6758799
2526170;8;1;1;0;-53,1390979;-70,9301727
2526578;4;0;0;0;-33,4193561;-70,7012589
2527337;9;0;1;0;-32,4271331;-71,0658523
2527997;9;0;0;0;-33,5629765;-70,6414059
2528688;11;1;1;0;-18,4481656;-70,2888248
2529099;9;1;1;1;-33,0556945;-71,6060587
2529254;5;1;1;0;-23,1001527;-70,4506085
2530811;9;0;1;0;-40,3110664;-73,0761944
2532057;10;0;0;1;-33,0099414;-71,2652876
2533768;8;0;0;0;-20,2329578;-70,1428086
2533992;9;1;1;0;-33,5614494;-70,6087796
2535052;9;1;1;1;-20,2429317;-70,1303301
2535081;9;1;1;1;-42,6259045;-73,7766782
2536079;6;1;1;0;-33,5168738;-70,6500967
2536867;6;0;1;0;-23,6409516;-70,3849611
2537279;9;0;1;1;-34,158297;-70,7197418
2538054;12;0;0;0;-32,8563657;-70,5947158
2538457;9;0;0;1;-34,9418117;-71,2036664
2539256;9;1;0;1;-33,6492117;-70,3516293
2539834;9;0;0;0;-33,5791248;-70,6629
2540091;6;1;0;0;-33,5576329;-70,5586456
2540391;11;1;1;0;-33,5010633;-70,7343846
2540543;9;0;0;1;-28,5773702;-70,7481686
2540550;7;1;1;0;-33,5136687;-70,7873695
2541695;9;0;0;0;-36,6291171;-72,0703969
2541899;9;0;1;0;-33,466042;-70,558743
2542029;9;0;0;0;-33,6285438;-70,6784896
2542616;6;1;0;0;-18,4781903;-70,3179481
2542657;8;1;0;0;-34,1588796;-70,7520023
2543743;3;0;0;1;-45,5710411;-72,0611823
2544359;9;1;0;0;-33,2760577;-70,7497735
2546227;7;1;1;0;-36,8294332;-73,0495781
2547311;6;0;1;0;-33,4072747;-70,6408965
2547318;7;1;0;0;-33,4668946;-70,7601811
2548038;10;0;0;1;-33,0382258;-71,5996385
2549457;6;0;0;0;-33,5817555;-70,6680917
2549581;10;0;0;1;-33,4276388;-70,7029015
2550443;7;0;0;1;-33,0080421;-71,4991263
2550492;6;0;0;0;-18,4812808;-70,3163821
2550938;5;1;1;1;-35,5386662;-71,4875121
2551359;12;1;0;1;-33,4815579;-70,6289325
2551624;9;1;0;0;-33,4131843;-70,6550219
2552007;10;1;1;0;-32,6715671;-71,018783
2552008;10;1;1;0;-33,6223162;-70,624679
2552479;9;0;1;0;-36,9689802;-73,1666051
2553264;10;1;1;0;-33,6763778;-71,2316918
2554419;10;0;1;0;-38,4383138;-71,8795168
2555315;12;0;1;0;-35,1821073;-71,0975447
2556104;9;1;1;1;-33,3767604;-70,6674071
2556588;9;1;1;1;-38,4186352;-72,7804698
2557524;7;1;1;0;-20,300484;-70,1103119
2557749;9;0;1;0;-34,8865705;-71,2770194
2558254;7;0;1;0;-33,3905557;-71,050573
2558869;11;1;0;0;-37,8112727;-72,6819138
2559204;10;0;1;0;-33,3875535;-70,6364533
2559608;10;1;0;0;-36,6240075;-72,1006328
2560065;8;1;1;0;-18,4624499;-70,301859
2561016;9;1;1;0;-36,9183189;-73,0321336
2561325;11;0;0;0;-33,5576646;-70,569977
2562326;4;0;1;0;-38,5387859;-72,4228001
2562552;7;0;1;0;-33,0045958;-71,4827759
2563060;8;0;1;0;-34,9708491;-71,2622289
2563156;7;1;1;0;-38,6999277;-72,4937239
2564988;11;0;1;0;-32,9409715;-71,5214362
2565342;10;1;1;0;-36,4870228;-72,7010162
2565778;10;1;1;0;-33,4794811;-70,5724051
2567088;9;1;0;0;-35,4538024;-71,6842134
2567634;9;0;1;0;-33,4429149;-70,6178518
2567673;9;1;0;0;-53,1804048;-70,9319912
2567919;10;1;0;0;-45,571809;-72,0690831
2568148;4;1;1;0;-29,9954289;-71,357292
2568560;7;1;0;0;-33,4978766;-70,6647484
2568842;9;0;1;0;-37,4469327;-72,1257192
2569548;10;1;1;0;-33,5618418;-70,6129001
2571033;10;1;1;0;-35,8405573;-71,575831
2571208;11;1;1;0;-33,4906032;-70,6030854
2571703;9;1;0;0;-33,415562;-70,7665451
2572026;10;1;1;0;-33,0176018;-71,544694
2572136;4;0;1;0;-33,550247;-70,5821008
2572838;9;1;0;0;-33,7076934;-70,5524508
2574744;7;0;0;0;-34,9710733;-71,2365993
2574940;10;1;1;1;-22,4593451;-68,9428496
2575525;9;0;1;0;-40,5813311;-73,1565395
2576015;9;0;1;0;-38,7634203;-72,7593638
2576358;10;1;1;0;-33,5935131;-70,603395
2576677;9;1;0;0;-23,6372003;-70,3889675
2577700;10;1;1;0;-32,7885557;-71,2004721
2578525;9;1;1;1;-41,459024;-72,8993524
2578771;9;1;1;0;-33,5209065;-70,6786679
2578938;9;1;1;0;-33,7269843;-70,7355013
2579318;4;0;1;0;-33,4892773;-70,6611525
2579360;5;0;1;0;-35,0556084;-71,2715324
2579674;10;0;0;0;-39,8133006;-73,2474848
2580897;4;0;0;0;-33,0405759;-71,5578635
2581440;3;0;0;0;-33,4737705;-70,5499572
2581590;9;0;0;1;-34,4082091;-70,8575504
2581719;4;0;1;0;-33,3084752;-71,4109431
2582309;11;1;1;0;-35,4431965;-71,6304158
2583076;10;0;0;0;-45,5822418;-72,0674942
2583161;8;0;1;1;-41,4729925;-72,9789123
2583299;7;0;1;0;-33,4911304;-70,6306948
2583659;9;0;1;0;-33,4015576;-70,6418623
2584684;10;0;0;0;-36,8266652;-73,0719927
2585481;11;0;1;1;-33,3558769;-70,4993444
2585927;11;0;0;0;-36,7978761;-72,030591
2586091;9;1;1;0;-33,4351228;-70,7158755
2587432;9;0;0;1;-33,0356808;-71,5350485
2587566;11;0;0;0;-33,5092167;-70,7827198
2588070;9;0;0;1;-34,1777874;-70,7794761
2588748;5;0;1;0;-33,5975731;-70,6802498
2588818;9;0;0;1;-33,3995178;-70,7498036
2588987;9;1;1;0;-36,724839;-73,122428
2589332;11;0;1;0;-39,2836909;-72,302584
2590125;5;1;0;0;-23,6589271;-70,3978442
2590301;9;1;0;0;-33,4684746;-70,5777353
2591034;9;0;1;1;-33,5803734;-70,6622689
2591356;9;0;1;0;-33,3776798;-70,759968
2591749;12;0;1;0;-33,0017162;-71,5062969
2592035;12;0;0;0;-33,0350656;-71,3961739
2592448;9;0;0;0;-33,3594235;-70,7214016
2592963;10;0;1;0;-20,2397213;-70,1308827
2593170;6;1;0;0;-39,5401166;-72,49999
2593570;5;0;1;0;-33,686874;-71,2178922
2593610;5;0;1;0;-34,9989923;-71,3819497
2593784;9;0;0;1;-33,4004071;-70,7203132
2594619;9;1;1;0;-29,9955551;-71,3277193
2594980;10;0;1;0;-33,1829164;-70,648247
2595000;10;1;1;0;-36,0472546;-71,7601369
2595200;4;0;0;0;-33,4851533;-70,5813046
2595334;10;0;1;0;-33,0485646;-71,6213349
2595418;9;0;1;0;-33,4240237;-70,720566
2595820;7;1;1;0;-33,5464914;-70,5979492
2596343;6;0;1;0;-23,6239627;-70,3834261
2596600;9;0;1;1;-29,9620058;-71,2456749
2597122;7;0;1;0;-36,8245703;-72,6619615
2597147;5;0;1;0;-34,9855244;-71,237361
2598015;5;1;1;0;-32,8439625;-70,9533424
2598411;7;0;1;0;-34,4335497;-71,0858662
2599646;9;0;0;0;-33,4699978;-70,6013954
2601625;4;0;1;0;-35,5962712;-71,7326066
2601672;5;1;0;0;-34,9606197;-71,2301928
2602478;10;0;0;1;-34,4386043;-71,091047
2602518;7;0;0;0;-33,0378467;-71,5510293
2603142;9;0;1;0;-35,3287175;-72,4141534
2603213;9;0;1;0;-33,7252304;-70,7508503
2603451;7;1;1;0;-36,4267131;-71,9712861
2603978;10;0;0;0;-34,2901138;-71,3031827
2604407;3;0;0;1;-45,56923;-72,0641681
2605145;10;1;1;1;-36,9690641;-73,1452822
2605280;7;1;1;1;-33,6322911;-71,5936607
2605485;9;1;0;0;-36,7682227;-73,0783622
2605878;11;1;1;0;-37,010272;-73,1522662
2606293;10;0;0;0;-38,7403239;-72,5921214
2606306;6;0;1;0;-33,5685007;-70,5732897
2607534;10;0;1;0;-32,5802276;-71,4531935
2608059;9;1;1;0;-36,0643433;-71,7646232
2609317;11;0;0;0;-33,685956;-71,2148306
2610455;9;1;1;0;-32,8377664;-70,9548227
2610961;7;0;0;0;-37,4958028;-72,6825327
2611481;9;0;1;1;-27,3870525;-70,3295681
2612281;9;0;1;1;-37,4710601;-72,3429639
2612333;9;1;1;1;-33,4790421;-70,7199875
2613429;12;0;0;0;-41,4644401;-72,9959818
2613536;9;0;1;1;-32,4254221;-71,062605
2614899;9;1;1;0;-33,5222183;-70,5991219
2615270;7;0;1;0;-39,2713272;-71,9778377
2615616;9;0;1;0;-18,4853244;-70,2993372
2615945;9;0;0;0;-32,7941138;-71,224208
2617149;10;1;1;0;-45,5881625;-72,0379112
2617187;9;0;1;0;-40,3078009;-73,0847894
2617455;9;1;1;0;-33,5547421;-70,6274018
2617583;6;1;1;1;-34,2854812;-71,0823604
2618882;9;0;1;0;-26,3506267;-70,6120125
2619084;5;0;1;0;-34,072837;-70,730895
2619170;10;1;1;0;-33,4564362;-70,7492424
2619175;9;1;1;0;-40,5830666;-73,1810677
2619608;8;1;0;0;-23,5819323;-70,3846656
2620215;8;1;0;0;-33,4399329;-70,5630892
2620219;6;0;0;1;-29,9331158;-71,2054499
2621373;9;0;1;0;-33,5901797;-70,6045692
2622604;9;0;1;0;-20,2733369;-70,0909549
2624006;10;1;1;0;-33,3992934;-70,7254721
2624512;6;1;0;1;-34,1655142;-70,6475837
2624585;4;1;1;1;-33,0548812;-71,4665375
2625145;11;1;0;0;-41,4558308;-72,9492007
2625325;5;0;1;0;-34,3914945;-70,8571702
2626003;9;0;0;0;-33,6171562;-70,580535
2626539;9;1;1;0;-34,1710393;-70,7401363
2627263;7;0;1;0;-34,1902288;-70,7422845
2628278;9;1;1;0;-35,3321753;-72,4230835
2629306;11;1;1;0;-33,3871791;-70,6382358
2629374;9;0;1;0;-20,2631207;-70,0979807
2629751;8;0;0;0;-33,534634;-70,5669573
2630083;9;0;1;0;-35,0896577;-71,1552101
2630085;9;0;1;0;-33,0662134;-71,42784
2630445;4;0;1;0;-34,4397253;-71,0742382
2630593;9;0;1;0;-38,5344033;-72,4375009
2631331;6;0;1;0;-39,2591875;-71,8392816
2631377;11;1;1;0;-33,56203;-70,6362033
2631554;5;1;1;0;-33,5590554;-70,5736888
2631865;9;0;1;0;-34,0367964;-70,6548174
2632535;9;1;0;0;-36,9624814;-73,151119
2632540;7;0;1;0;-34,632269;-71,3566903
2632568;5;0;1;0;-37,4850488;-72,3697817
2633077;7;1;1;1;-35,4757025;-71,6605361
2633723;7;1;1;1;-20,2126552;-70,1376638
2634143;9;0;0;0;-33,6988176;-71,027846
2634440;4;1;0;0;-33,4896829;-70,77844
2634656;9;1;1;0;-33,0580585;-71,4184119
2634838;9;1;1;1;-28,5958902;-70,7441817
2635253;9;1;1;0;-41,4051539;-72,9031549
2635569;8;0;1;0;-33,4227116;-70,5382641
2635646;7;1;1;0;-38,745568;-72,6057765
2636261;10;0;1;0;-30,5841555;-71,2007754
2636353;6;0;1;0;-34,1524657;-70,765713
2636785;4;0;1;1;-33,0488752;-71,4614014
2636836;9;0;1;0;-36,7393496;-72,9917867
2637082;5;1;1;0;-33,7071069;-70,5503415
2637492;9;1;1;0;-41,4727934;-72,9386125
2638371;5;1;1;0;-25,4059615;-70,472603
2638384;9;1;1;0;-20,2632298;-70,1232917
2639036;9;1;1;0;-33,3559984;-70,687748
2639168;9;0;1;0;-38,0205114;-73,3476573
2640781;5;1;1;0;-35,698663;-71,4145252
2642273;6;0;1;0;-23,7005385;-70,4101313
2642630;10;0;1;0;-37,7921516;-72,6954253
2642723;9;1;1;1;-33,5146889;-70,6377382
2643208;6;1;1;0;-34,4111443;-70,8741036
2643249;9;1;1;0;-36,7604667;-73,0930847
2646563;10;0;1;0;-33,5871188;-70,6085878
2646736;9;0;0;0;-33,2774223;-70,8872784
2646796;4;0;0;1;-39,2751498;-71,9751177
2647343;10;0;0;0;-42,4612871;-73,7908096
2647474;4;0;0;0;-30,58684;-71,1817803
2647789;9;1;0;0;-33,6031869;-70,5773993
2647790;9;0;1;0;-34,4447059;-70,9446884
2648721;9;0;1;0;-33,5135022;-70,5597693
2649001;11;1;0;0;-33,5011998;-70,5772443
2649661;4;1;1;0;-32,4474764;-71,239064
2649703;9;1;0;0;-22,450016;-68,9497209
2649833;9;0;1;0;-33,6102495;-70,5277317
2650223;10;1;1;0;-33,5216507;-70,6986349
2651076;10;1;1;0;-37,4951938;-72,6846301
2651906;10;1;1;0;-33,4031208;-70,7431896
2652002;6;0;0;0;-30,6014462;-71,1910558
2652719;9;0;1;0;-35,425166;-71,6630103
2653119;7;0;1;0;-33,3822604;-70,6728228
2653495;6;0;1;0;-33,72746;-70,7754242
2655340;11;1;0;1;-33,4692063;-70,7345894
2656521;6;0;1;0;-45,5817988;-72,0654659
2657416;10;1;1;0;-33,4034174;-70,7457422
2657715;4;0;0;0;-33,4439194;-70,7532808
2658011;10;1;1;0;-35,9595416;-72,3308511
2658065;8;1;0;0;-30,6035235;-71,2020239
2658356;9;1;1;0;-38,7311019;-72,943889
2658357;9;0;1;0;-40,2812595;-73,0826411
2660451;9;0;1;0;-33,4007678;-70,7257031
2660613;9;1;0;0;-33,6821308;-71,0127141
2660667;11;1;1;0;-33,0260267;-71,5043335
2662195;3;0;1;0;-33,3729385;-70,6733066
2665093;9;1;0;0;-41,869381;-73,82051
2665104;12;1;1;0;-33,5996761;-70,7035658
2666098;9;1;1;0;-33,5988259;-70,6892483
2666214;9;0;1;0;-33,6820748;-71,2288254
2666275;3;0;1;0;-33,4552456;-71,6645804
2666775;12;1;0;0;-20,2460709;-70,1363741
2667528;9;1;1;0;-29,9345536;-71,2597453
2667540;5;0;1;0;-35,214401;-72,283241
2667567;10;1;1;0;-33,415595;-70,6636199
2667609;11;0;1;0;-33,3544953;-70,7167059
2667689;9;0;0;0;-33,600008;-70,8623643
2667731;10;1;0;0;-33,5336282;-70,5451542
2668198;11;1;0;0;-38,7726542;-72,5781775
2668510;9;1;1;0;-32,8420539;-70,601475
2668871;7;0;1;0;-34,5738078;-71,0003035
2668876;11;0;1;0;-39,1000631;-72,6912156
2669153;9;1;1;0;-33,4783605;-70,5692805
2669278;7;0;1;0;-33,4781323;-70,5326676
2670164;5;1;0;1;-36,8288025;-73,0510374
2671153;12;1;1;0;-36,7424363;-73,0927832
2671568;11;1;1;0;-29,8820485;-71,2411629
2671598;7;0;1;0;-37,4861224;-72,337198
2671801;5;1;1;1;-36,7408398;-72,2999173
2671987;9;0;1;0;-32,7875782;-71,2001957
2672872;7;1;1;1;-38,7407962;-72,5994989
2673157;9;0;1;1;-39,3026676;-72,2289081
2673909;12;1;1;0;-18,4495501;-70,2900814
2674615;9;0;1;0;-35,7439805;-71,5738403
2676942;6;1;1;0;-29,8911909;-71,2254914
2677070;9;0;0;0;-27,3897826;-70,3122199
2677254;9;1;1;0;-29,9523693;-71,3381281
2677857;4;1;1;0;-30,052579;-71,2343587
2678077;10;1;1;0;-33,590343;-70,7062185
2678101;12;0;1;0;-33,3613408;-70,6866529
2678168;9;1;1;0;-41,4722256;-72,9844593
2678699;9;1;0;1;-33,4236814;-71,6277385
2678764;5;0;1;0;-33,6130244;-70,5305481
2680296;5;1;0;0;-33,4225374;-70,6908322
2680297;4;0;1;0;-33,7556064;-70,8155897
2680314;8;1;1;0;-36,8487369;-73,1498015
2681040;10;0;1;0;-34,17182;-70,7418267
2681541;6;0;1;1;-33,3985219;-70,740569
2681829;11;1;1;0;-33,5663177;-70,6729204
2681902;5;1;1;0;-33,5982432;-70,6680544
2681932;9;0;0;1;-33,5947264;-70,6719061
2682357;11;1;1;0;-29,7092173;-71,3090033
2683473;4;1;1;0;-33,3855177;-70,6529676
2683528;8;0;0;0;-33,4641965;-70,6422044
2683743;9;1;1;0;-37,6045865;-73,6419038
2683744;9;1;1;0;-38,7197021;-72,6081786
2684363;9;1;1;0;-33,0281162;-71,5118934
2684533;10;0;1;1;-39,5407109;-72,9620774
2685404;4;0;1;0;-33,51268;-70,6318044
2686661;9;0;1;0;-36,6435386;-71,9925563
2687628;7;1;1;0;-33,3897308;-70,6690888
2687658;4;0;1;0;-33,3173547;-71,4116145
2688058;9;0;1;0;-33,3671408;-70,7431978
2688096;5;1;1;0;-20,3454982;-69,6857545
2688511;4;0;0;0;-20,2262292;-70,14091
2688801;9;0;1;0;-32,5703853;-71,2746002
2689176;9;1;1;1;-33,7192358;-70,7361941
2689499;9;1;0;0;-33,5559156;-70,7961448
2689645;6;0;0;0;-33,427731;-70,6839744
2689867;5;1;1;0;-34,167846;-70,7625552
2689876;9;1;1;1;-37,4962246;-72,6850664
2689898;10;0;1;1;-33,0454965;-71,6144945
2690148;3;1;1;0;-35,4180074;-71,6374014
2690256;11;1;0;1;-33,4607602;-70,6202284
2690362;8;1;1;0;-20,2227933;-70,1370876
2690390;4;0;1;0;-34,6008134;-70,9858289
2691043;11;0;0;0;-33,4241491;-70,6052091
2691333;9;0;1;1;-41,618807;-73,5986925
2692229;3;0;1;0;-20,3016343;-70,1031774
2692392;9;1;1;1;-35,8442208;-71,5989107
2692786;8;0;1;0;-33,550388;-70,8024283
2693945;9;1;1;1;-33,4970564;-70,72736
2694355;9;1;1;0;-34,3857676;-71,1756622
2694356;9;0;1;0;-33,515295;-70,6980668
2695332;9;0;1;0;-36,7482958;-72,4779932
2696622;6;1;1;0;-33,527338;-70,7859542
2697093;3;1;1;0;-34,1547901;-70,7487211
2697267;9;1;1;1;-36,9739961;-73,1575751
2697398;9;0;1;0;-34,6075455;-70,9668158
2697635;8;0;1;0;-29,9032134;-71,2437647
2699269;9;1;1;0;-34,4139662;-70,8544933
2700654;9;0;1;0;-40,5934281;-73,1765226
2701151;4;0;0;0;-33,4805955;-70,5924192
2701422;9;0;1;0;-38,7576768;-72,7447006
2702149;7;0;1;0;-34,5729291;-71,0073006
2702186;9;1;1;0;-32,4305882;-71,0680985
2702883;10;0;0;0;-37,2475464;-71,9458051
2702969;10;0;1;0;-33,5905228;-70,5654375
2702978;7;1;0;0;-37,8081903;-72,6922027
2703134;10;1;1;0;-33,4805816;-70,5424762
2703343;11;0;0;1;-33,4198528;-70,6020748
2703649;9;0;0;1;-36,9575493;-73,1516642
2703733;10;1;1;0;-30,643521;-71,3486713
2703738;6;1;1;0;-33,0635558;-71,5377986
2703902;9;1;1;1;-34,1719547;-70,7652324
2703953;10;1;1;0;-33,4775408;-70,5925552
2704127;9;1;1;1;-33,5971081;-70,6904981
2704151;9;0;1;0;-18,4817823;-70,2834476
2704659;11;0;1;0;-33,0373937;-71,3931068
2705007;9;0;1;0;-53,1812799;-70,9509959
2705492;9;0;0;0;-33,5715936;-70,6843468
2705773;5;1;0;1;-20,2496021;-70,1034574
2705868;9;1;1;0;-34,4090884;-70,8407228
2706598;10;0;0;0;-33,3631449;-70,6381931
2707034;11;1;1;0;-33,3661635;-70,7475145
2707035;10;0;1;0;-27,3718355;-70,3131193
2707224;9;0;0;0;-37,481647;-72,345594
2707280;7;1;0;0;-33,8059848;-70,7409176
2708679;9;0;0;0;-29,9538921;-71,2628924
2709832;9;0;0;0;-36,9813122;-73,1572722
2710507;7;0;1;0;-20,2942152;-70,0991854
2710851;6;0;0;0;-33,4631036;-70,699446
2711596;8;1;1;0;-33,5117365;-70,6747429
2711928;9;1;0;0;-35,8373831;-71,6101513
2712659;8;1;0;0;-33,5256658;-70,793056
2712988;9;1;1;0;-33,5481265;-70,589423
2713195;7;0;0;0;-45,5849851;-72,0431631
2713207;12;1;1;0;-33,6084943;-70,693603
2713219;4;0;1;0;-37,0946246;-73,1582514
2713273;9;1;1;0;-37,4575412;-72,3376011
2714867;9;1;0;1;-36,8371426;-73,140518
2715934;9;1;1;0;-33,0185848;-71,5118709
2715953;9;0;1;0;-20,2540393;-70,1009551
2715986;6;0;0;0;-33,0064745;-71,5136767
2717122;9;1;1;0;-18,4775998;-70,2951841
2717471;12;0;0;0;-36,8256596;-73,0503986
2717910;7;0;1;0;-33,4398898;-70,7207772
2718229;5;0;1;0;-34,9927016;-71,238891
2718279;7;1;0;0;-32,7901378;-71,217554
2718310;9;1;1;0;-22,4377598;-68,9296351
2719146;9;0;1;1;-38,7226594;-72,5555688
2719589;11;1;0;0;-33,6149717;-70,6213516
2719845;11;0;1;0;-40,5739994;-73,1670157
2720131;5;0;1;0;-29,9545367;-71,3382991
2720166;7;1;0;0;-33,3077261;-70,7472046
2720648;10;0;1;0;-33,5119295;-70,7914676
2721223;11;1;1;0;-36,8533765;-73,1409652
2722762;9;1;1;0;-33,5370783;-70,601274
2723012;7;1;0;0;-22,4655073;-68,9365409
2723296;9;0;1;0;-38,2400483;-72,3236717
2724023;7;0;1;1;-29,8721983;-71,2314848
2724182;5;0;0;0;-22,444902;-68,948777
2726636;5;1;1;1;-35,5178097;-71,6925005
2727029;9;1;1;1;-30,0238407;-70,6380713
2727542;9;1;1;0;-38,7586037;-72,6009511
2727935;11;0;1;0;-33,598452;-70,5317125
2728101;9;1;1;0;-36,9679678;-73,1361676
2728103;9;0;1;0;-33,4856559;-70,7284873
2728229;7;1;0;0;-38,9858568;-72,6553995
2728903;9;1;1;1;-36,8429919;-73,1027705
2731046;7;0;1;0;-41,7740763;-73,1277712
2731669;4;1;0;1;-33,5987097;-70,6770116
2731755;9;0;0;0;-33,5890786;-70,5965313
2732253;9;1;1;0;-33,4978153;-70,6592182
2732345;7;1;0;0;-20,2618302;-70,0955511
2733044;10;0;1;0;-33,5845551;-70,6758697
2733098;10;1;1;0;-33,4384454;-70,6761927
2733145;9;1;0;0;-33,3633768;-70,7409942
2733487;12;0;0;0;-33,4197018;-70,711058
2733666;5;1;0;0;-38,5145408;-72,4325748
2733978;7;1;0;0;-32,4842277;-71,3857314
2734758;9;1;1;1;-36,9961688;-73,1481573
2735095;11;0;1;0;-36,6311554;-72,1387225
2735502;10;0;1;0;-33,5529543;-70,6185856
2735516;4;1;1;0;-33,4725544;-70,6735318
2735680;4;1;1;0;-18,4387061;-70,2842777
2736412;9;0;1;0;-33,2336939;-70,8072116
2737187;11;1;1;0;-34,2126161;-71,4352013
2738329;9;0;1;0;-33,5802261;-71,5942991
2738535;8;1;0;0;-33,6109862;-70,6024355
2738673;11;1;1;0;-33,8187884;-70,7367947
2740014;11;1;1;0;-33,5217033;-70,6005959
2741179;9;0;1;0;-36,9010432;-73,02988
2741557;8;0;0;1;-38,7469277;-72,6064138
2741648;9;1;1;0;-33,3677751;-70,6350945
2742569;9;1;1;0;-42,4037799;-73,5700038
2742588;9;0;0;1;-23,6403731;-70,3971578
2743625;5;0;1;0;-33,5400249;-71,5959817
2744070;7;0;1;0;-32,7983941;-70,5617665
2744246;9;1;1;0;-32,6973561;-71,2002594
2744379;9;1;1;1;-33,5904609;-70,6864151
2744520;9;0;1;1;-33,0457918;-71,6197751
2744705;11;1;1;0;-33,5199575;-70,6538944
2744884;9;0;0;0;-33,4047234;-70,5930912
2747194;12;0;1;0;-33,4617969;-71,6532113
2748633;6;1;1;0;-32,8667824;-71,2273547
2749322;10;1;1;0;-33,5861334;-70,613085
2749364;11;1;0;0;-36,489554;-72,6959895
2750082;9;0;1;0;-41,0078978;-73,120741
2750546;9;0;1;1;-33,2759955;-70,8868475
2751305;11;1;0;0;-33,5237499;-70,6569775
2751328;7;1;1;0;-29,9959147;-71,3335625
2751587;9;0;0;0;-36,7946178;-73,1120443
2751759;10;1;1;0;-40,0730871;-72,8654746
2752208;9;1;1;0;-29,9090418;-71,2233698
2752682;4;1;1;1;-40,6863527;-72,6043013
2753217;8;1;0;0;-38,9933751;-72,0321373
2753284;12;0;0;0;-40,3369866;-72,9530079
2754129;9;0;1;0;-37,453546;-72,3386127
2754746;4;1;0;0;-33,5571451;-70,7940396
2755175;4;0;1;0;-41,4871243;-73,0055336
2755725;11;1;0;1;-33,5524811;-70,5945871
2756708;7;1;1;0;-45,4615767;-72,8116178
2757532;8;1;1;0;-33,6048096;-70,5993473
2761099;10;1;1;0;-33,5890339;-70,5894651
2761290;6;0;1;1;-33,5109718;-70,5656597
2761814;9;0;0;1;-32,7347597;-71,20001
2763351;4;0;1;0;-33,5778455;-70,6904675
2763406;10;1;1;1;-33,6034167;-70,5834148
2764127;4;0;1;0;-28,5802749;-70,75385
2764553;7;0;0;0;-34,1701411;-70,7417992
2765097;7;1;1;1;-35,8450337;-71,5978029
2765170;9;1;1;1;-37,4640712;-72,3258694
2765276;11;0;1;0;-39,4537245;-72,7731532
2765306;10;0;1;1;-33,3761175;-70,6356695
2766061;10;1;0;0;-33,5307112;-70,651298
2766273;7;1;1;0;-37,4960597;-72,3345317
2766557;8;1;1;0;-37,0165016;-73,1592207
2767062;4;1;1;0;-33,468981;-70,5813246
2767299;7;1;1;0;-37,2666293;-72,7067969
2767335;7;1;1;0;-20,2668308;-70,1037359
2767682;9;1;1;0;-33,0465084;-71,6246505
2767683;9;0;0;0;-33,4291751;-70,5839758
2767728;9;1;1;0;-37,5927612;-73,6406069
2768705;4;0;1;0;-33,4122566;-70,6604399
2768919;9;0;1;0;-33,412643;-70,6269953
2768950;3;0;1;0;-33,5413967;-70,6199854
2770765;10;1;1;1;-33,4862499;-70,6720195
2770812;9;1;1;0;-33,4640929;-70,7492828
2771976;9;0;1;0;-33,0179306;-71,4868274
2772516;9;1;1;0;-32,999973;-71,270078
2772975;9;0;0;0;-33,4403957;-70,6409521
2774801;4;0;1;0;-35,670785;-71,7461595
2774942;8;1;0;0;-29,922078;-71,2088701
2775038;9;1;1;1;-33,5205009;-70,6403793
2775094;6;1;1;0;-30,6097677;-71,2124908
2775618;9;1;0;0;-35,0764855;-71,4774265
2776169;9;0;1;0;-33,2722161;-70,6817572
2776238;5;1;1;1;-32,9272562;-71,366164
2776299;7;1;1;0;-33,4342433;-70,6485801
2776513;9;0;1;0;-36,4153043;-71,9594813
2776748;3;1;1;0;-20,2893451;-70,1057147
2777281;9;0;0;0;-53,152134;-70,9252141
2777300;11;1;0;0;-33,5265947;-70,5980326
2777453;8;1;1;0;-33,001638;-71,5080495
2778065;9;1;0;0;-39,5395717;-72,965912
2778124;11;0;1;0;-33,4542213;-70,663681
2778315;4;0;1;0;-39,6617217;-72,9563376
2778700;9;1;1;1;-33,5591532;-70,8258294
2778862;10;0;1;0;-33,5817119;-70,6850639
2779507;6;1;1;0;-30,5898214;-71,202679
2780142;11;1;1;0;-33,4014383;-70,7349407
2780290;10;0;0;0;-29,9534545;-71,2463238
2780895;6;0;1;0;-37,4445365;-72,3406884
2782200;9;1;1;0;-36,6173083;-72,9590383
2783545;9;0;0;0;-33,5116036;-70,7982528
