mrun;cod_nivel;rbd_admitido;cod_curso_admitido
17983266;7;10641;711000000133
17984683;11;24209;331000000133
17984749;9;25899;131000000133
17984787;2;10735;211000000133
17984835;8;2532;811000000133
17985090;9;3638;131000000133
17985347;9;1923;131000000131
17986122;11;4102;351052010133
17986990;8;10457;811000000133
17988333;12;372;441041005133
17988528;9;9834;131000000133
17989142;9;20507;131000000133
17989611;4;14608;411000000133
17990618;5;24946;511000000133
17991328;7;1610;711000000132
17992054;8;10749;811000000133
17992494;9;1503;131000000133
17994032;9;14316;131000000133
17994833;9;16443;131000000131
17994834;9;2447;131000000133
17994964;9;40099;131000000133
17995299;9; ; 
17995378;5;18049;511000000133
17995722;9;2625;131000000233
17995846;7;10123;711000000133
17996437;8;5264;811000000133
17997637;3;628;311000000133
17997781;7;12005;711000000133
17997807;4;298;411000000133
17998016;8;10167;811000000133
17998061;9;5957;131000000133
17998922;10;7200;231000000133
17999003;7;2867;711000000133
17999950;7;1349;711000000133
18000579;10;9887;231000000133
18001353;9;24316;131000000133
18001639;9;1663;131000000131
18002221;5;26084;511000000133
18002482;6;11818;611000000133
18003498;10;8997;231000000131
18003957;9;9328;131000000131
18005114;7;26424;711000000133
18005247;9;4166;131000000113
18005361;3;12550;311000000133
18005625;6;7826;611000000133
18006004;4;9642;411000000133
18006224;9;2283;131000000133
18006306;5;24689;511000000123
18006386;5;10768;511000000131
18007720;9;24685;131000000133
18007853;8;2123;811000000133
18009346;9;25899;131000000133
18010639;9;10830;131000000113
18011578;12;40042;431000000133
18012017;9;7627;131000000123
18012189;12;26538;431000000133
18012602;6;431;611000000113
18013340;9;9579;131000000131
18013433;7;10704;711000000133
18013560;8;8643;811000000133
18013804;8;10495;811000000133
18013854;7;31030;711000000133
18014159;4;7633;411000000133
18014219;7;14490;711000000133
18014824;11;9065;341041005131
18015999;7;252;711000000133
18016297;9;8514;131000000111
18016330;4;25507;411000000131
18016609;12;2935;431000000133
18016983;7;4027;711000000133
18017104;4;3111;411000000133
18017198;9;3163;131000000133
18019472;9;14387;131000000233
18019639;4;9208;411000000133
18019910;5;14783;511000000133
18019917;4;10805;411000000133
18020282;7;40038;711000000133
18020341;11;22262;361064008133
18021238;9;9140;131000000133
18021939;2;229;211000000133
18022539;9;4977;131000000133
18023599;6;9;611000000133
18023864;11;967;331000000133
18024284;11;26501;351053015133
18025247;6;9713;611000000133
18025531;9;1121;131000000133
18026422;11;25027;331000000133
18026497;7;1899;711000000133
18026508;11;5921;361063009133
18026980;4; ; 
18027732;6;31500;611000000133
18027857;9; ; 
18030037;8;2948;811000000131
18030784;5;40298;511000000133
18031104;9;2836;131000000133
18031758;4;10268;411000000133
18031970;12;12077;431000000133
18032328;7;9328;711000000132
18033373;9;16541;131000000133
18033715;11;7626;341041002133
18034226;9;5666;131000000132
18034757;11;4533;361064008111
18034948;9;399;131000000133
18035028;8;25823;811000000131
18036480;7;9698;711000000133
18036831;6;454;611000000133
18037493;9;2448;131000000133
18038137;9;7872;131000000133
18038321;9; ; 
18038552;9;25853;131000000133
18038805;6;628;611000000133
18039322;9;78;131000000133
18039367;9;2111;131000000133
18040922;4;17735;411000000133
18040972;9;22553;131000000133
18041026;10;12551;231000000133
18041790;9;2974;131000000133
18042158;6;22516;611000000133
18042341;11;10320;331000000133
18042744;9;9686;131000000133
18043022;3;527;311000000133
18043645;11;4733;331000000113
18044370;9; ; 
18045352;9;4309;131000000133
18045353;9;14487;131000000133
18045401;5;22418;511000000133
18045884;9;18126;131000000133
18046106;8;25589;811000000133
18046150;10;9312;231000000133
18046481;10;13551;231000000133
18046950;6;10730;611000000133
18047812;7;9841;711000000133
18047945;7;5578;711000000131
18048151;8;1757;811000000133
18048883;9;16757;131000000133
18049146;8;9953;811000000131
18049334;9;15808;131000000133
18049381;9;2530;131000000133
18049928;7;2112;711000000121
18050913;8;8352;811000000133
18051170;9;448;131000000133
18051353;9;1198;131000000133
18051907;6;12550;611000000133
18053100;7;2949;711000000133
18053431;10;7202;231000000133
18053436;9;10832;131000000333
18053441;5;1275;511000000133
18053527;12;25371;431000000133
18053573;12;25153;431000000133
18053812;7;5666;711000000131
18054102;7;9803;711000000131
18054307;11;8487;331000000111
18054459;5;2101;511000000133
18054850;10;9177;231000000131
18055066;5;408;511000000133
18055612;11;22461;331000000133
18058531;9;25853;131000000133
18058835;12;2793;461064001132
18059267;11;9194;331000000133
18059967;8;4564;811000000131
18060041;9;17790;131000000133
18060663;11;16843;351053014133
18061050;9; ; 
18061149;11;25501;331000000133
18061261;9;1515;131000000133
18061275;9;10456;131000000133
18061451;11;41617;361061003133
18061480;9;5658;131000000132
18061753;9;10044;131000000133
18062482;9;4591;131000000133
18062506;7;12650;711000000133
18062675;9;4451;131000000133
18063052;9;10507;131000000113
18063301;11;12117;341041002133
18063515;8;6071;811000000133
18064382;10;10638;231000000133
18064721;10;45;231000000113
18065546;9;5570;131000000133
18065709;9;10496;131000000123
18065933;7;25571;711000000131
18067094;8;9433;811000000133
18067177;7;31030;711000000133
18067497;10;8001;231000000133
18067868;9;4165;131000000133
18068064;6;8348;611000000133
18069079;9;399;131000000133
18070302;9;8487;131000000112
18070424;10;10501;231000000133
18070501;6;17737;611000000133
18070732;9;4553;131000000111
18071194;9;11818;131000000133
18071441;10;107;231000000133
18071531;10;131;231000000131
18072051;6;11838;611000000133
18072243;9;5703;131000000133
18072432;6;14778;611000000133
18072786;7;7788;711000000133
18073219;11;8954;331000000113
18074335;11;10911;361064008133
18075615;9; ; 
18076552;7;2514;711000000123
18076553;7;7959;711000000133
18077552;7;9911;711000000113
18077639;8;7114;811000000133
18077943;10;10470;231000000133
18078006;7;30012;711000000133
18082194;9;17818;131000000133
18082772;4;3538;411000000133
18083467;6;13637;611000000133
18084359;4;10420;411000000133
18085015;5;10083;511000000133
18086648;5;22355;511000000133
18087426;9;25950;131000000133
18089032;6;1587;611000000111
18089157;7;3481;711000000133
18090684;9;1663;131000000131
18090776;7;3723;711000000133
18091381;9;10641;131000000133
18091557;9;7626;131000000133
18093152;9;2329;131000000133
18093169;10;8499;231000000123
18093566;10;4553;231000000111
18093609;8;11977;811000000131
18095223;10;4535;231000000131
18095279;6;12515;611000000133
18097218;10;5122;231000000133
18097252;9;1361;131000000133
18097406;10;11831;231000000133
18098004;7;318;711000000133
18098907;8;655;811000000133
18099156;10;10592;231000000133
18100256;9;31005;131000000133
18100380;10;4555;231000000121
18100576;9;4951;131000000133
18100577;9;11265;131000000133
18100626;11;5393;351052013133
18100775;8;2120;811000000133
18100926;5;11977;511000000132
18101064;10;9504;231000000433
18102426;5;17930;511000000133
18102811;9;9283;131000000233
18103004;3;24407;311000000113
18103322;5;19922;511000000133
18104246;10;7331;231000000133
18105159;9;8506;131000000133
18105552;6;9334;611000000133
18106041;7;8533;711000000113
18106269;9;10640;131000000133
18108858;11;285;331000000133
18108945;9;4483;131000000133
18108990;8;9406;811000000123
18109194;11;3172;361063011133
18109221;9;8494;131000000133
18109272;5;22480;511000000133
18109802;9;9906;131000000133
18109816;12;31293;431000000133
18109969;11;396;341041002133
18110528;11;2635;331000000133
18111198;11;4984;331000000133
18111634;9;26411;131000000133
18112054;12;9759;431000000111
18112080;10;24638;231000000131
18112636;9;25556;131000000133
18113382;9;4270;131000000133
18113389;7;1059;711000000133
18113919;4;10502;411000000123
18114585;6;535;611000000133
18114667;10;8598;231000000133
18114859;9;9298;131000000133
18115037;9;4717;131000000133
18116623;8;11709;811000000133
18117578;5;9844;511000000131
18118602;9;11265;131000000133
18118740;9;1347;131000000133
18119229;9;25711;131000000133
18119423;9; ; 
18120804;5;8724;511000000132
18120987;9;8487;131000000112
18121036;9; ; 
18122715;8;10103;811000000133
18123569;9; ; 
18123857;9; ; 
18123903;9;16676;131000000133
18124018;4;25386;411000000133
18124281;8;7240;811000000133
18124372;8;6088;811000000133
18124993;11;5315;331000000133
18125960;9;5393;131000000133
18126042;4;24946;411000000133
18126311;10;10251;231000000133
18126849;9;1335;131000000133
18127231;9;9281;131000000133
18127234;7;24520;711000000133
18128415;9;20475;131000000133
18128737;9;5656;131000000133
18129664;9;3909;131000000133
18129962;11;1121;341041005133
18130312;11;1590;351052013123
18130759;10;1996;231000000133
18132073;9;10725;131000000133
18132405;5;3173;511000000133
18132758;9;11931;131000000133
18132975;9;20127;131000000133
18133126;7;17895;711000000133
18133308;12;253;431000000131
18133516;8;10202;811000000133
18133691;11;17895;331000000233
18133753;4;5088;411000000133
18133810;9;10251;131000000133
18134514;9;218;131000000133
18134585;9;24963;131000000133
18134906;10;1590;231000000123
18136057;9;24446;131000000133
18136183;4;10271;411000000133
18136234;12;10697;451057030133
18136664;6;10537;611000000133
18136725;9;516;131000000133
18136816;10;31107;231000000133
18136910;3;6916;311000000133
18137340;9;7627;131000000123
18137746;3;1514;311000000133
18137805;9;1542;131000000133
18138620;8;25471;811000000131
18138952;6;10103;611000000133
18140177;5;3538;511000000133
18140707;6;4266;611000000132
18140746;6;24864;611000000133
18141582;3;18172;311000000133
18141950;9;24889;131000000233
18142614;10;108;231000000133
18143044;9; ; 
18143368;10;40436;231000000133
18144094;7;3294;711000000132
18144678;9;3387;131000000133
18144724;7;3249;711000000133
18145127;10;25766;231000000133
18145987;6;14201;611000000133
18146080;8;14825;811000000133
18146638;10;9140;231000000133
18146811;10;2283;231000000133
18147267;9;8005;131000000133
18147559;9;8108;131000000133
18147784;5;7637;511000000133
18147833;4;117;411000000133
18149235;6;8756;611000000133
18150095;9;17818;131000000133
18150199;12;25396;461064001133
18150469;9;9900;131000000133
18151389;8;4629;811000000133
18151510;9;2635;131000000133
18151649;5;10348;511000000131
18152245;9;2319;131000000133
18152308;9;8411;131000000133
18152674;7;5703;711000000133
18153052;4;16685;411000000133
18153074;11;9581;351057030113
18153259;10;10781;231000000131
18154053;11;10248;341041002131
18154092;9;280;131000000133
18154282;9;11716;131000000133
18154856;9;11608;131000000133
18155207;11;9422;331000000132
18155922;9;25182;131000000133
18156093;10;24407;231000000133
18156564;9;25303;131000000131
18156612;9;2938;131000000133
18158508;5;3639;511000000133
18159230;9;11265;131000000133
18159271;8;7403;811000000131
18160216;3;2348;311000000133
18160593;9;9896;131000000133
18160643;8;10674;811000000133
18160976;6;24318;611000000133
18161010;9;15759;131000000133
18161303;6;10497;611000000113
18162305;5;24978;511000000133
18162572;10;9008;231000000133
18162594;9; ; 
18162838;9;31278;131000000133
18163784;10;5566;231000000133
18164152;7;1250;711000000133
18164189;9;25853;131000000133
18164382;11;6084;331000000133
18164466;9;8442;131000000233
18164780;9;9328;131000000131
18164929;8;9164;811000000133
18164976;9; ; 
18165061;9;1262;151052013133
18165478;9;24889;131000000233
18166196;9;10044;131000000133
18166619;9;2111;131000000133
18166757;10;4977;231000000133
18167272;11;12515;331000000133
18167274;11;9906;331000000133
18167351;9;10541;131000000131
18168189;4;1213;411000000233
18168212;12;15792;431000000133
18168919;9;13461;131000000133
18169328;9;1301;131000000133
18171909;9;40340;131000000133
18172296;5;15622;511000000133
18172716;6;3657;611000000133
18172758;7;25215;711000000132
18173057;9;578;131000000133
18173157;8;4772;811000000131
18173517;10;11591;231000000133
18173521;9;2102;131000000113
18173896;9;578;131000000133
18173923;9;25615;131000000133
18174249;8;9668;811000000133
18174724;9;16970;131000000133
18174965;9;7542;131000000133
18175816;8;31068;811000000133
18176419;9;7941;131000000133
18177173;7;13582;711000000133
18177669;4;9158;411000000133
18178498;6;14870;611000000133
18178886;7;25005;711000000133
18180072;9;3540;131000000133
18180406;9;3359;131000000133
18181010;9;5131;131000000133
18181295;6;9556;611000000132
18181327;7;114;711000000133
18181663;7;10412;711000000133
18182072;5;6899;511000000133
18182073;5;25523;511000000133
18182513;9;218;131000000133
18182584;5;25609;511000000123
18183406;4;229;411000000133
18184279;9;4451;131000000133
18184337;11;12301;331000000133
18184844;6;9660;611000000133
18185488;6;22428;611000000133
18185818;9;4353;131000000133
18186297;9;16432;131000000133
18186334;10;3055;231000000133
18186916;8;2013;811000000133
18187373;9;3305;131000000133
18188869;10;9863;231000000133
18190162;10;2050;231000000131
18190329;10;24978;231000000133
18190496;10;5697;231000000131
18191274;9;4165;131000000133
18191366;7;8514;711000000111
18191886;10;14490;231000000133
18192159;10;9385;231000000132
18193066;7;24329;711000000123
18193542;9;14879;131000000133
18193971;10;5574;231000000133
18194823;10;1887;231000000133
18195102;7;1211;711000000133
18198729;5;9939;511000000131
18199068;6;31253;611000000133
18199077;10;13220;231000000133
18200336;6;8444;611000000133
18200349;12;9907;431000000133
18200417;9;4707;131000000133
18200792;7;15811;711000000131
18201110;10;7776;231000000133
18201467;8;1520;811000000133
18201590;9;611;131000000133
18201874;11;7505;331000000133
18202217;11;4531;331000000131
18202472;11;2041;331000000113
18202663;10;25085;231000000133
18202778;7;3299;711000000131
18202997;9;31116;131000000133
18203130;5;12570;511000000133
18203325;10;8724;231000000131
18203552;9; ; 
18204684;8;4190;811000000133
18204779;8;22531;811000000133
18205198;3;9992;311000000133
18205817;9;9489;131000000133
18206416;9;8375;131000000133
18206621;9;25450;131000000133
18208009;9; ; 
18208480;9;16642;131000000133
18210086;9;4270;131000000133
18210805;9;22191;131000000133
18210855;9;3976;131000000133
18211955;9;2836;131000000133
18212167;4;25160;411000000131
18212184;7;1819;711000000131
18212403;11;5393;351052013133
18212563;9;9065;131000000131
18212950;9;6766;131000000133
18213183;12;440;451052013133
18213382;9;10640;131000000133
18213789;9;10640;131000000133
18213790;9;10697;131000000133
18214043;9;280;131000000133
18214219;9;25136;131000000133
18214338;6;111;611000000133
18214414;9; ; 
18214587;5;4806;511000000133
18214675;9;4982;131000000132
18214676;9;24444;131000000131
18215876;9;4982;131000000132
18215980;6;17734;611000000133
18216018;7;1210;711000000133
18216278;11;3400;331000000133
18216651;5;2859;511000000133
18217501;9;5656;131000000133
18217587;6;26411;611000000133
18218334;8;536;811000000133
18218610;9;4982;131000000132
18219468;9;25448;131000000233
18219835;11;4049;331000000133
18219945;9;9912;131000000113
18220873;5;40230;511000000133
18220881;4;6917;411000000133
18221998;9;24496;131000000133
18222041;9;9982;131000000131
18223525;9;12027;131000000133
18223916;7;2460;711000000133
18224119;5;18170;511000000133
18224654;12;25371;431000000133
18225025;6;9891;611000000131
18225174;9;6113;131000000133
18227268;10;8;231000000133
18227943;11;24885;361064008133
18228972;11;24878;361061003133
18229596;10;1290;231000000113
18229695;11;1194;331000000133
18229784;6;7334;611000000133
18229914;4;25319;411000000133
18230092;12;9907;431000000133
18230272;5;127;511000000111
18231307;9;9896;131000000133
18232871;9;9686;131000000133
18233357;12;9844;431000000131
18233424;10;9646;231000000132
18234581;8;10963;811000000131
18234618;9;284;131000000133
18234699;10;9693;231000000133
18235215;11;14565;331000000133
18235656;9; ; 
18235919;7;12842;711000000133
18236205;12;18218;431000000133
18236527;9;16587;131000000133
18237136;6;1923;611000000132
18237502;9;1368;131000000113
18238136;9;2625;131000000233
18238991;10;8644;231000000131
18240283;9;22664;131000000133
18241089;9;8650;131000000133
18241436;8;1123;811000000133
18242060;12;16582;461064001133
18243498;9; ; 
18243580;8;10579;811000000133
18243916;9;5344;131000000133
18245348;10;335;231000000133
18245494;9;16443;131000000131
18245536;9;5697;131000000131
18246367;8;1529;811000000133
18246416;6;4324;611000000133
18246891;9;22271;131000000133
18247532;11;9487;351052010122
18247690;8;12860;811000000131
18248885;11;4531;331000000131
18249230;9;2066;131000000133
18249320;9;6252;131000000133
18250306;9;4977;131000000133
18250366;12;25439;431000000133
18250636;4;45;411000000113
18251636;9;40436;131000000133
18252016;7;31190;711000000133
18252133;8;20016;811000000133
18252398;9;4708;131000000133
18252436;8;10542;811000000133
18253900;8;9457;811000000133
18254671;7;967;711000000133
18256596;5;1265;511000000133
18258200;9;11994;131000000133
18258201;9; ; 
18258585;9;10832;131000000333
18258990;9;6584;131000000133
18259371;5;25481;511000000133
18259823;7;11818;711000000133
18259991;9;22191;131000000133
18260114;9;8255;131000000133
18260239;9;25550;131000000133
18260322;9;25954;131000000133
18260521;9;1881;131000000133
18262600;9; ; 
18263571;6;1423;611000000133
18263787;9;2635;131000000133
18263939;4;8540;411000000132
18263986;4;10152;411000000131
18265024;9;2836;131000000133
18265174;11;4702;331000000133
18265487;7;6304;711000000133
18265709;12;25783;441041005133
18266348;9;2283;131000000133
18266699;9;4270;131000000133
18267419;10;25543;231000000131
18267581;6;2007;611000000133
18267619;9;9064;131000000133
18267672;6;9013;611000000133
18267955;7;10245;711000000131
18269220;9;11155;131000000133
18269262;9;10543;131000000133
18269498;9;1996;131000000133
18271633;10;4277;231000000133
18272411;7;24812;711000000123
18273138;9;9909;131000000133
18273549;8;4563;811000000131
18273806;9;1503;131000000133
18274567;5;5264;511000000133
18274707;8;9283;811000000133
18275169;9; ; 
18275937;7;2078;711000000133
18276448;7;9847;711000000133
18276592;11;8928;331000000121
18277383;8;228;811000000133
18277463;4;14201;411000000133
18278109;9;516;131000000133
18278402;12;14751;431000000133
18278525;9;4533;131000000111
18278634;4;8442;411000000133
18279623;4;14917;411000000133
18279699;10;24946;231000000133
18280282;5;9194;511000000131
18280537;9;5656;131000000133
18280971;9;4982;131000000132
18281173;12;437;451052010133
18281447;7;1522;711000000133
18281749;12;24946;461064001133
18281769;3;1529;311000000133
18282614;5;26436;511000000133
18282625;9;15646;131000000133
18282698;4;16652;411000000133
18282955;9;4534;131000000131
18283358;7;9909;711000000133
18283748;9;3327;171072007133
18284021;9;16446;131000000133
18284071;7;1676;711000000133
18285091;9;10210;131000000133
18285546;7;20218;711000000133
18285625;8;9599;811000000133
18286248;9;3638;131000000133
18287215;6;4262;611000000131
18288616;9;9863;131000000133
18288968;10;10781;231000000131
18289049;11;3823;331000000133
18289175;6;25082;611000000133
18289444;8;6754;811000000133
18290599;5;22634;511000000133
18291414;9;2102;131000000113
18291632;11;3302;331000000113
18291738;10;9082;231000000133
18292045;5;40110;511000000133
18292689;8;5588;811000000133
18293027;10;25523;231000000133
18293085;9;22191;131000000133
18293207;5;6666;511000000133
18293486;6;9299;611000000133
18293667;9;10551;131000000133
18293668;8;7006;811000000133
18295015;4;10117;411000000133
18296057;9;4977;131000000133
18297017;10;10542;231000000133
18298275;4;12185;411000000133
18299248;7;25314;711000000131
18299504;7;25352;711000000133
18299586;8;1751;811000000131
18300101;6;10272;611000000133
18300804;8;13539;811000000133
18301553;10;31278;231000000133
18301999;9;2406;131000000133
18302039;9;5713;131000000131
18302132;6;4791;611000000131
18302307;9;8497;131000000133
18302372;9;9281;131000000133
18302689;10;31030;231000000133
18302880;9;15720;131000000133
18302906;9;10640;131000000133
18303729;5;17848;511000000133
18304042;6;9786;611000000133
18304727;11;26117;331000000133
18305520;11;8643;341041005133
18305669;9;40352;131000000133
18306009;11;3296;361061001133
18306860;9;8005;131000000133
18308532;9;2448;131000000133
18309740;9;6253;131000000133
18310286;4;296;411000000133
18310368;12;1590;451053015123
18310572;12;24885;461061003133
18310693;6;10665;611000000133
18311394;9;10545;131000000133
18311980;9;4270;131000000133
18312942;7;25941;711000000131
18313198;9;7;131000000133
18314250;10;8930;231000000112
18314802;8;1887;811000000133
18316204;3;11718;311000000133
18316566;10;516;231000000133
18317007;7;16945;711000000133
18317050;8;10677;811000000133
18317752;9;610;131000000131
18319576;8;25371;811000000133
18319647;9;12111;131000000133
18319648;9;52;131000000133
18320192;9;40080;131000000133
18320507;11;24978;351052010133
18320900;9;2283;131000000133
18320946;9;4702;131000000133
18321806;5;19968;511000000133
18322320;8;16980;811000000133
18322638;10;7942;231000000133
18323344;11;9779;361064001133
18323617;7;14675;711000000133
18323817;7;8348;711000000133
18323892;3;291;311000000133
18323949;9;9909;131000000133
18325749;10;219;231000000133
18327166;7;535;711000000133
18327369;5;1397;511000000123
18327552;9;97;131000000133
18327595;9;1289;131000000133
18328334;10;988;231000000133
18328436;9;13220;131000000133
18329634;7;122;711000000133
18330319;9;24638;131000000131
18331186;9;16825;131000000133
18331268;6;40241;611000000133
18331459;7;9490;711000000111
18331829;9;8506;131000000133
18331831;7;9903;711000000132
18332085;8;25255;811000000131
18332173;10;2444;231000000133
18332299;11;12853;331000000133
18333100;12;12547;431000000133
18333127;7;574;711000000123
18333609;9;10399;131000000133
18334446;9;1335;131000000133
18335205;9;8490;131000000133
18335305;5;1970;511000000133
18335533;10;5663;231000000133
18335579;8;8706;811000000133
18335975;9;25853;131000000133
18335976;9;12591;131000000133
18337982;4;25751;411000000132
18338329;9;25853;131000000133
18339575;7;10497;711000000113
18339959;8;20567;811000000133
18340036;4;22688;411000000133
18340093;9;10573;131000000133
18340390;8;25061;811000000133
18340392;9;11716;131000000133
18340433;8;22527;811000000133
18341302;4;10515;411000000232
18341305;3;9780;311000000133
18341358;10;5439;231000000133
18341563;9;9183;131000000133
18342248;11;1289;371072007133
18342427;9;9065;131000000131
18342951;7;6223;711000000133
18343558;9;2794;131000000133
18343631;10;25798;231000000133
18344062;8;332;811000000133
18344308;9;25899;131000000133
18344825;9;10746;131000000133
18345203;9;3328;131000000133
18345319;7;4185;711000000133
18345571;9;2793;131000000131
18345687;4;25751;411000000132
18346438;9; ; 
18346852;9;191;131000000133
18347248;9;10396;131000000133
18347758;6;11950;611000000132
18348047;6;22766;611000000131
18348128;8;31509;811000000133
18348201;4;522;411000000113
18348406;9;5703;131000000133
18348708;10;22140;251052010133
18349311;9;8255;131000000133
18349732;7;18066;711000000133
18350040;9;26411;131000000133
18352474;5;615;511000000133
18352540;8;17692;811000000131
18352736;9;15781;131000000133
18353314;10;2940;231000000133
18353668;8;11709;811000000133
18353851;8;10260;811000000133
18354143;9;16886;131000000133
18354178;4;17915;411000000133
18354471;10;24652;231000000133
18354662;8;1520;811000000133
18354879;11;6846;371071001133
18354986;7;14879;711000000133
18356170;9;1517;131000000133
18356171;9;14922;131000000133
18357036;7;40073;711000000133
18357244;10;2163;231000000131
18358025;9;22113;131000000133
18358225;8;9844;811000000131
18358474;9;10210;131000000133
18360205;9; ; 
18360867;6;10705;611000000133
18361195;9;8255;131000000133
18361849;8;14397;811000000133
18362247;4;22246;411000000133
18362292;5;5652;511000000113
18362306;7;8349;711000000133
18362370;10;31203;231000000133
18362579;9;9867;131000000133
18362626;9;10250;131000000133
18363654;10;9900;231000000133
18363910;7;7325;711000000133
18363922;10;14232;231000000133
18363999;9;26168;131000000133
18364365;8;10638;811000000233
18364512;9;9298;131000000133
18364890;10;2123;231000000133
18365355;10;20213;231000000133
18365830;10;3640;231000000132
18365840;6;24489;611000000133
18366497;9;7626;131000000133
18366547;6;9385;611000000132
18366621;9;10711;131000000133
18368305;5;9368;511000000133
18368737;6;29;611000000133
18370847;10;17818;231000000133
18370980;6;20364;611000000133
18370981;6;9852;611000000133
18371169;9;10543;131000000133
18372441;12;24885;461064008133
18372650;7;10493;711000000231
18373339;10;9897;231000000133
18373659;9;1515;131000000133
18374037;4;40014;411000000133
18374795;9;2938;131000000133
18374816;10;24978;231000000133
18375906;9;5666;131000000132
18376217;8;574;811000000123
18377538;7;8375;711000000133
18377768;9;25448;131000000233
18378296;9;1422;131000000133
18378297;9;8756;131000000233
18378343;9;284;131000000133
18380075;12;8825;431000000133
18380305;9;30003;131000000133
18380528;10;4949;231000000133
18381432;7;13178;711000000131
18381798;4;10280;411000000133
18383180;7;22489;711000000133
18384253;8;15501;811000000133
18384331;9;4560;131000000133
18385482;6;17787;611000000133
18386321;11;1443;351052013133
18386830;8;9659;811000000233
18386984;8;2489;811000000133
18387032;6;2207;611000000133
18387885;11;3888;371072007133
18388194;9;11038;131000000133
18388634;11;8425;361061003133
18388730;9;5122;131000000133
18389273;11;9866;341041005133
18389436;11;10696;341041005133
18389706;6;12570;611000000133
18390025;8;1757;811000000133
18390322;12;9281;431000000133
18390428;9;9283;131000000233
18390557;6;9194;611000000131
18390580;9;486;131000000133
18391189;9;9834;131000000133
18391963;8;431;811000000113
18392505;8;10721;811000000133
18392533;5;5589;511000000133
18392590;9;1300;171072007133
18393124;6;2050;611000000132
18393452;5;31135;511000000131
18393486;11;12838;331000000133
18393604;9;1300;171072007133
18393645;8;2119;811000000131
18394346;9;5574;131000000133
18394774;9;3641;131000000133
18394793;11;40025;331000000133
18395209;4;2708;411000000133
18395356;6;1123;611000000133
18395555;8;1488;811000000133
18396284;9;10845;131000000133
18396322;10;1663;231000000131
18396332;5;10083;511000000133
18396716;10;16942;231000000133
18396833;7;10748;711000000131
18397549;10;12242;231000000133
18398103;6;16460;611000000133
18398180;9;18099;131000000133
18398281;8;25543;811000000131
18399593;9;13475;131000000133
18399604;5;4591;511000000133
18400019;6;1599;611000000131
18400058;8;25;811000000133
18400487;8;12027;811000000133
18400812;10;22752;271072007133
18401719;7;25027;711000000133
18403154;8;198;811000000133
18403155;9;14922;131000000133
18406133;5;25160;511000000132
18407161;9;4982;131000000132
18407511;9;1335;131000000133
18408144;9;9867;131000000133
18408916;9;5590;131000000133
18408917;10;3003;231000000131
18409446;9;26436;131000000133
18411430;3;22277;311000000133
18412032;7;1860;711000000231
18413158;10;12632;231000000133
18413601;12;4925;431000000133
18414401;10;10830;231000000113
18415271;5;2258;511000000133
18415528;9;5662;131000000132
18415551;11;6753;331000000133
18416548;9;5703;131000000133
18416650;6;8942;611000000133
18416997;4;2975;411000000133
18417211;9; ; 
18417925;11;9601;361064008133
18418578;3;10415;311000000133
18418868;7;11339;711000000133
18419108;3;25098;311000000132
18419165;10;2406;231000000133
18420664;9;22086;131000000133
18420941;6;14643;611000000133
18421231;10;2938;231000000133
18421687;11;9158;331000000233
18421906;8;13612;811000000133
18422801;7;9072;711000000133
18422899;12;10749;461064008133
18423332;4;22458;411000000133
18423645;11;26037;331000000133
18423705;9;7200;131000000133
18424459;12;8928;431000000121
18425616;9; ; 
18425902;9;15775;131000000113
18428892;12;6163;461064008133
18429003;7;2871;711000000133
18429514;5;25041;511000000133
18429709;9;6115;131000000133
18429864;3;9032;311000000131
18430363;6;4574;611000000113
18430604;9;7627;131000000123
18430790;9;8812;131000000131
18431480;6;4189;611000000133
18431547;12;8488;431000000113
18431819;7;1517;711000000133
18431998;5;1554;511000000133
18432233;7;5396;711000000133
18432520;6;2304;611000000133
18434055;10;24231;231000000133
18434307;7;2570;711000000133
18434556;9;12192;131000000133
18435176;9;12115;131000000133
18435470;4;2037;411000000133
18435848;5;1970;511000000133
18436817;10;40025;231000000133
18436849;12;8485;431000000121
18437145;4;7343;411000000133
18437365;10;2105;231000000133
18437687;9;25462;131000000133
18437808;7;482;711000000133
18437994;9;4951;131000000133
18438070;4;17915;411000000133
18438175;9;2013;131000000133
18438457;7;25954;711000000133
18438702;4;25434;411000000133
18439268;9;5570;131000000133
18440509;7;25215;711000000132
18440545;9;4977;131000000133
18440592;6;6983;611000000133
18441049;5;2997;511000000132
18441211;7;8003;711000000133
18441433;7;8353;711000000133
18441826;4;15811;411000000131
18441936;7;8491;711000000122
18442919;4;2065;411000000133
18443177;9;4830;131000000133
18443421;9;2163;131000000131
18444858;9;22271;131000000133
18446211;8;26403;811000000133
18446496;9;1437;131000000113
18447050;8;9088;811000000133
18447132;9;8632;131000000133
18449124;8;25865;811000000133
18450202;8;4578;811000000133
18450557;9;14616;131000000333
18450595;9;10210;131000000133
18451012;12;9863;431000000133
18451048;7;2707;711000000133
18451407;12;5218;431000000133
18451803;12;8499;431000000123
18452076;7;7200;711000000133
18454184;11;13330;331000000131
18454213;10;12077;231000000133
18454237;10;31343;231000000133
18454480;11;1121;341041005133
18456192;10;12632;231000000133
18456603;8;6587;811000000133
18458571;10;10456;231000000133
18459883;6;1908;611000000133
18460215;10;2625;231000000233
18460300;12;9208;431000000133
18460627;9;3998;131000000133
18460673;9;3640;131000000132
18460757;9;7628;131000000113
18460792;5;8438;511000000133
