mrun;cod_nivel;rbd_admitido;cod_curso_admitido
15186605;9;4165;131000000133
15187134;9;24935;131000000133
15187135;10;5656;231000000133
15187241;8;25737;811000000133
15187999;9; ; 
15188812;9;5565;131000000133
15188819;6;24946;611000000133
15189008;9; ; 
15189420;12;4277;431000000133
15189664;9;25543;131000000131
15189751;10;25988;231000000133
15189859;9;2444;131000000133
15189942;9;17818;131000000133
15190125;6;25;611000000133
15191860;5;10400;511000000133
15191861;5;2050;511000000132
15192528;7;31054;711000000131
15192815;7;8005;711000000133
15192816;6;10270;611000000133
15192841;4;9111;411000000133
15193208;10;12111;231000000133
15193528;10;8504;231000000111
15193931;7;11111;711000000133
15194650;11;10399;351053014133
15195099;9;4703;131000000133
15195100;9;8345;131000000133
15195280;9;20424;131000000133
15195614;10;11155;231000000133
15195615;10;10350;231000000113
15195995;6;31054;611000000131
15196446;8;10282;811000000133
15197116;11;1516;351053014123
15197569;9;4555;131000000121
15197718;5;3313;511000000233
15199028;9;3739;171072007113
15199273;9;16729;131000000133
15200315;11;2124;361064001133
15200603;10;11139;231000000133
15201881;10;4982;231000000132
15203674;8;2206;811000000133
15203700;4;40208;411000000133
15204077;9;2012;131000000133
15204231;4;10253;411000000133
15204615;9;40080;131000000133
15206487;5;31066;511000000133
15208047;5;2997;511000000132
15208889;6;17895;611000000133
15209541;8;25788;811000000133
15209566;11;5654;331000000133
15210193;6;5678;611000000133
15210489;5;16570;511000000133
15212079;12;25393;431000000133
15212463;5;15502;511000000131
15212974;7;628;711000000133
15214001;10;11111;231000000133
15214005;9;7505;131000000133
15214370;12;25717;431000000131
15215275;9;15769;131000000133
15215278;8;6791;811000000133
15215318;9;8427;131000000133
15215590;9;8494;131000000133
15216388;11;10721;331000000133
15216451;8;10200;811000000113
15216591;9;8598;131000000133
15217506;7;3191;711000000133
15219279;5;5050;511000000133
15219486;7;7338;711000000133
15219841;9;5565;131000000133
15219990;9;199;131000000133
15220532;10;1502;231000000133
15220863;9;24231;131000000133
15221545;12;31074;431000000113
15222160;12;25984;431000000133
15222482;7;7338;711000000133
15223148;6;9150;611000000133
15223370;8;10345;811000000133
15223584;9;52;131000000133
15223863;9;9472;131000000133
15223912;11;17750;351053014123
15224023;8;26084;811000000133
15224155;9;9601;131000000133
15224620;8;9164;811000000133
15226099;8;5666;811000000132
15226121;10;2111;231000000133
15226605;7;2299;711000000133
15228478;7;25220;711000000133
15229275;9;17662;131000000133
15229739;9;1502;131000000133
15229854;4;5406;411000000133
15229972;9;8631;131000000133
15230034;10;20213;231000000133
15230085;10;24209;231000000133
15230121;6;25;611000000133
15230535;9;8105;131000000133
15230873;10;31194;231000000133
15231603;9;8629;131000000113
15232014;10;25386;231000000133
15233261;9;10845;131000000133
15234110;9;9982;131000000131
15234306;9;5570;131000000133
15234314;7;229;711000000133
15234404;10;10210;231000000133
15234861;10;9897;231000000133
15235358;7;3480;711000000133
15235585;12;8429;431000000133
15235714;5;11220;511000000131
15235840;12;12977;431000000133
15236559;9;1361;131000000133
15236870;12;6895;431000000133
15236889;9; ; 
15236894;7;10272;711000000133
15237033;8;4806;811000000133
15237594;10;2793;231000000132
15238577;4;10488;411000000132
15238633;7;5051;711000000133
15238894;9;4951;131000000133
15239039;11;13156;341041005133
15239370;10;1443;231000000133
15239707;8;2381;811000000133
15240182;4;7671;411000000133
15240412;3;24864;311000000133
15240831;9;8507;131000000131
15240884;7;13518;711000000133
15242053;9;106;131000000133
15242142;9;2530;131000000133
15242466;9;22191;131000000133
15242673;3;9702;311000000133
15243583;11;18075;331000000133
15244249;9;10470;131000000133
15244603;11;14720;361061003133
15244860;12;8849;431000000133
15245006;10;10717;231000000133
15245051;6;9909;611000000133
15245372;10;9150;231000000133
15245483;8;10182;811000000133
15245520;9;16642;131000000133
15245906;9;2732;131000000133
15246960;9;2938;131000000133
15247450;9;5567;131000000133
15247529;6;40298;611000000133
15247636;9;6650;131000000133
15247940;7;2734;711000000133
15248049;9;108;131000000133
15248638;9;25458;131000000132
15248683;9;611;131000000133
15248983;7;25155;711000000131
15249427;10;5613;231000000133
15250238;10;4535;231000000131
15250354;9;9759;131000000111
15250375;4;8714;411000000132
15250612;12;5666;431000000131
15251097;6;24878;611000000133
15252719;5;4984;511000000133
15253428;9;20139;131000000133
15254711;6;12688;611000000131
15255205;5;11201;511000000133
15255614;9;10433;131000000133
15255743;9;9896;131000000133
15256552;11;2454;331000000233
15256790;9;25085;131000000133
15257486;5;3914;511000000133
15258133;9;9909;131000000133
15259206;7;11867;711000000133
15259396;5;4169;511000000131
15259410;9;25071;131000000133
15260340;10;9909;231000000133
15261121;5;10528;511000000133
15262181;9;2105;131000000133
15263404;9;8500;131000000131
15263530;8;8849;811000000133
15264025;9;7202;131000000133
15264819;7;10269;711000000133
15265514;7;24626;711000000133
15266167;10;431;231000000113
15266344;11;10542;341041005133
15266664;9;2794;131000000133
15267352;11;9484;331000000113
15267375;9;5570;131000000133
15267518;9;2448;131000000133
15267520;5;2707;511000000133
15268210;9;3003;131000000131
15268385;7;8004;711000000133
15268617;6;26037;611000000433
15269385;9;8502;131000000131
15269547;4;25718;411000000132
15269911;9;1167;131000000133
15271045;11;8429;331000000133
15271900;7;25352;711000000133
15272294;4;25316;411000000133
15272542;9;25542;131000000133
15272791;10;4483;231000000133
15274771;4;10736;411000000133
15275059;9;17818;131000000133
15275350;8;7543;811000000133
15275519;7;5570;711000000133
15275636;4;15807;411000000133
15275894;5;9852;511000000133
15276143;10;20213;231000000133
15276629;9;284;131000000133
15276762;9;10832;131000000333
15276848;10;10544;231000000133
15277264;4;9424;411000000133
15278317;4;12632;411000000133
15278332;8;2132;811000000133
15279218;9;9328;131000000131
15279673;7;13582;711000000133
15280371;9; ; 
15280422;6;7636;611000000133
15280678;11;24686;341041005133
15281222;7;9698;711000000133
15282451;3;10832;311000000133
15282468;9;611;131000000133
15285774;9;3742;131000000133
15286042;7;26543;711000000133
15287050;9;9982;131000000131
15287224;7;15676;711000000133
15287552;9;8811;131000000131
15287669;9;22191;131000000133
15288134;5;22246;511000000133
15288531;5;1384;511000000133
15290099;9; ; 
15290431;8;298;811000000133
15290514;8;10484;811000000133
15290809;7;1392;711000000133
15291252;11;10253;331000000133
15291611;11;22271;361064008133
15291708;4;8194;411000000133
15291756;4;18172;411000000133
15291890;11;25853;341041005133
15291993;9;449;131000000133
15292541;9;9982;131000000131
15293206;12;26367;431000000133
15293540;9;4534;131000000131
15293631;8;11708;811000000133
15294310;12;22114;431000000133
15294661;9;7331;131000000133
15294726;12;10487;431000000133
15294820;11;7183;351058034133
15295217;9;578;131000000133
15295325;10;7625;231000000133
15295791;7;10200;711000000113
15296221;8;3671;811000000133
15296308;7;3481;711000000133
15297361;7;10021;711000000133
15297714;10;2064;231000000133
15298139;9;6085;131000000133
15298201;4;2986;411000000131
15298238;4;12802;411000000111
15298242;4;25091;411000000133
15299269;4;3390;411000000133
15299367;11;25171;331000000131
15299843;12;10667;431000000133
15299844;12;763;431000000133
15299989;9;25824;131000000133
15300031;9;4712;131000000133
15300111;9;7626;131000000133
15300285;9;10544;131000000133
15300979;8;24856;811000000133
15302305;9;11287;131000000133
15302553;4;25050;411000000133
15302610;9;10711;131000000133
15302735;9;9058;131000000131
15302867;9;1958;131000000133
15302922;6;8005;611000000133
15304187;9;2283;131000000133
15304194;6;227;611000000133
15304545;9;392;131000000133
15304565;9;3662;131000000233
15305343;9;11936;131000000133
15306284;8;14865;811000000133
15306437;10;9328;231000000131
15306902;5;10430;511000000133
15307534;9;40457;131000000133
15307742;9;11248;131000000133
15308253;8;574;811000000123
15309063;6;15770;611000000133
15309259;7;8938;711000000133
15309345;9;19972;131000000133
15311282;7;3480;711000000133
15313847;7;12838;711000000133
15314137;12;7872;431000000133
15314610;9;6751;131000000133
15315170;5;16676;511000000133
15315430;10;12591;231000000133
15316749;4;25543;411000000131
15317009;9;10541;131000000131
15317052;9;8598;131000000133
15317807;10;8487;231000000112
15318259;9;17790;131000000133
15318851;10;2055;231000000132
15319690;10;9985;231000000133
15320180;4;9912;411000000113
15320286;9; ; 
15320964;9;11265;131000000133
15321476;9;12115;131000000133
15322029;6;2121;611000000111
15322977;9;12115;131000000133
15323198;8;9366;811000000133
15324100;9;106;131000000133
15324420;7;6302;711000000133
15324621;8;3266;811000000133
15324678;11;10967;341041005133
15324988;9;578;131000000133
15325071;9;2105;131000000133
15325657;9;5666;131000000132
15325951;9;6253;131000000133
15326181;9;25899;131000000133
15326977;9;9408;131000000133
15326978;9;7200;131000000133
15327188;9;5567;131000000133
15327720;9;8492;131000000122
15327796;11;18066;331000000133
15328092;9;4977;131000000133
15328346;8;14375;811000000131
15329334;10;611;231000000133
15329485;8;9008;811000000133
15330004;7;9896;711000000133
15331023;9;4505;131000000133
15331480;9;611;131000000133
15331535;6;540;611000000133
15331592;5;706;511000000133
15331712;9;10544;131000000133
15332342;5;12328;511000000131
15333198;10;15774;231000000133
15334489;9;24878;131000000133
15334873;4;9648;411000000132
15335020;8;8424;811000000133
15335107;9;25369;131000000133
15335393;9;40025;131000000133
15335627;8;25315;811000000133
15335838;10;16843;231000000133
15335924;7;1893;711000000133
15336050;9;3348;131000000133
15337418;9;12033;131000000131
15337419;9;8487;131000000112
15337749;6;24464;611000000131
15338302;5;10447;511000000133
15338597;10;25853;231000000133
15339823;6;24946;611000000133
15339926;5;40319;511000000133
15340288;5;14359;511000000333
15340356;7;14616;711000000133
15340533;10;24878;231000000133
15341079;8;10844;811000000133
15341357;8;16444;811000000133
15342747;8;14397;811000000133
15343327;9;8491;131000000122
15343596;6;1433;611000000133
15344634;10;10350;231000000113
15344801;4;13394;411000000133
15345443;9;4591;131000000133
15346171;8;10410;811000000133
15346503;3;8756;311000000133
15347134;9;7627;131000000123
15347455;9;4982;131000000132
15347588;8;231;811000000133
15347993;6;9098;611000000133
15349033;10;8442;231000000233
15350032;7;17848;711000000133
15351658;9;9061;131000000133
15351991;8;24420;811000000131
15352124;10;2447;231000000133
15352376;9;10313;131000000133
15352754;9;2938;131000000133
15353043;7;5570;711000000133
15353613;10;3328;231000000133
15353720;4;10364;411000000133
15353790;11;10541;341041005132
15353866;4;18015;411000000133
15354397;4;562;411000000133
15354619;5;9730;511000000133
15355021;11;1468;331000000133
15356000;7;26543;711000000133
15356421;9;40080;131000000133
15357996;8;3010;811000000132
15358036;9;4975;131000000131
15358072;6;2112;611000000121
15359659;9;9408;131000000133
15359709;9;7626;131000000133
15359757;9;12716;131000000133
15361202;11;10405;361064008133
15361518;9;1663;131000000131
15362435;10;31083;231000000133
15362462;10;14720;231000000133
15363189;9;19974;131000000133
15363250;12;17907;431000000133
15364216;7;9074;711000000133
15364848;9;9912;131000000113
15365201;9;10829;131000000133
15365656;10;9088;231000000133
15366821;10;9865;231000000133
15366910;7;31343;711000000133
15368094;5;8438;511000000133
15368111;9;9909;131000000133
15368427;11;1194;331000000133
15369364;9;1335;131000000133
15369578;6;2041;611000000113
15369655;9;25885;131000000133
15369839;7;201;711000000133
15370181;10;10456;231000000133
15372063;7;12244;711000000433
15372559;9;10501;131000000133
15373754;8;9959;811000000133
15373767;10;4700;231000000133
15374349;4;11472;411000000133
15374950;9;16642;131000000133
15375435;9;9909;131000000133
15375509;5;25711;511000000133
15376016;7;17750;711000000123
15377508;9;1504;131000000131
15377551;3;9909;311000000133
15377970;9;17790;131000000133
15378137;9;280;131000000133
15378182;9;16642;131000000133
15378196;6;10832;611000000233
15378715;4;5654;411000000133
15378827;6;13;611000000133
15379365;9;10044;131000000133
15380177;9;9409;131000000111
15380268;6;10530;611000000133
15380405;9;13185;131000000133
15380641;9;1261;131000000133
15384172;10;10970;231000000133
15388182;11;2164;331000000133
15388287;10;20424;231000000133
15388625;9; ; 
15388626;9;22114;131000000233
15389349;10;24426;231000000133
15389362;9;9111;131000000133
15389556;12;9318;431000000131
15389591;8;1210;811000000133
15389619;4;31036;411000000133
15390159;9;9060;131000000133
15390635;9;4535;131000000131
15390758;9;10091;131000000133
15391416;9;7722;131000000133
15391475;11;16564;371072007133
15392203;9;5122;131000000133
15392675;11;14527;331000000132
15393244;4;9642;411000000133
15394200;9;4166;131000000113
15394734;7;31219;711000000133
15395118;9;40029;131000000133
15395991;10;31030;231000000133
15396218;10;8001;231000000133
15396265;11;26465;331000000133
15396753;7;25155;711000000131
15397254;7;8485;711000000132
15398343;9;1676;131000000133
15399395;9;1884;131000000133
15399639;9;7628;131000000113
15399796;10;10544;231000000133
15400343;11;768;341041005113
15401966;9;8491;131000000122
15402339;12;575;461061003113
15402666;3;10516;311000000133
15402838;7;493;711000000133
15402966;4;7929;411000000133
15403487;5;522;511000000113
15403866;4;292;411000000133
15404146;11;191;361064001133
15405228;11;2012;351051006133
15405633;10;1863;231000000133
15407755;10;9074;231000000133
15408666;5;9017;511000000131
15408980;11;8487;331000000111
15409758;11;1517;331000000133
15410644;8;9106;811000000133
15410866;10;3252;231000000133
15411798;9;9209;131000000113
15411838;9;106;131000000133
15411925;9;9072;131000000133
15412212;7;1397;711000000123
15412430;10;1194;231000000133
15413415;11;12117;341041005133
15415103;9;8105;131000000133
15415197;8;431;811000000113
15415450;9;10106;131000000133
15416726;6;2844;611000000133
15417824;4;8592;411000000111
15418398;9;2486;131000000133
15418768;6;18028;611000000133
15418806;7;2155;711000000133
15419033;7;7639;711000000133
15419078;10;16582;231000000133
15419514;9;10970;131000000133
15419629;10;9781;231000000133
15420111;9;8680;131000000133
15421366;11;10544;361064008133
15421917;10;8487;231000000112
15422352;10;1590;231000000123
15423882;9;9637;131000000133
15424143;9;10432;131000000131
15425661;9;9065;131000000131
15426091;4;17915;411000000133
15426373;9;2283;131000000133
15427012;6;294;611000000133
15427170;9;9208;131000000133
15427758;8;24714;811000000133
15428435;8;20082;811000000131
15428901;8;8942;811000000133
15430033;10;25171;231000000131
15430153;6;2258;611000000133
15430251;9;1199;131000000133
15430533;4;25901;411000000133
15431286;9;2974;131000000133
15432291;6;16673;611000000133
15432918;4;5106;411000000133
15433045;5;4631;511000000133
15434177;7;6925;711000000133
15434552;9;25853;131000000133
15434885;9;24403;131000000133
15435404;7;5048;711000000133
15435687;9;12115;131000000133
15436107;5;5499;511000000133
15436732;8;11942;811000000131
15437956;10;16535;231000000133
15439050;7;1847;711000000133
15439101;11;12747;341041005133
15440598;9;10397;131000000133
15440899;8;5228;811000000133
15441144;3;332;311000000133
15441614;7;16851;711000000133
15443578;6;2224;611000000133
15443667;10;6751;231000000133
15444435;9;5574;131000000133
15445128;9;5131;131000000133
15446330;5;10015;511000000131
15446362;7;5613;711000000133
15447123;9;10641;131000000133
